Source,Target,Spearman,PartialCorr,AbsPartial,Direct_vs_indirect
LIQUID_METAL_DOMINANCE,DRI_UTILIZATION,-0.1133409094093848,-0.3309675134169498,0.3309675134169498,likely_direct
HM_UTILIZATION,SLAG_CHEMISTRY_PROXY,-0.10020025365535996,-0.33062575416742457,0.33062575416742457,likely_direct
SOLID_BURDEN_COMPACTNESS,HM_UTILIZATION,-0.9332685963530601,0.3235461023906046,0.3235461023906046,likely_direct
FOAM_SLAG_PROXY,OXYGEN_PER_TONNE,0.3335982586001138,-0.3152670813181814,0.3152670813181814,likely_direct
BURDEN_ENTROPY,HM_TO_DRI_RATIO,0.6782972810817164,0.30930561496110054,0.30930561496110054,likely_direct
HM_DRI_SCRAP_PRODUCT,SOLID_BURDEN_RATIO,0.19533294255953113,-0.29440404301987855,0.29440404301987855,likely_direct
LIQUID_METAL_DOMINANCE,HM_DRI_SCRAP_PRODUCT,-0.195332997071275,0.2944040430194351,0.2944040430194351,likely_direct
FLUX_SATURATION_INDEX,FLUX_EFFICIENCY,-0.8770532158983714,-0.294315626894111,0.294315626894111,likely_direct
SOLID_BURDEN_COMPACTNESS,HM_DRI_SCRAP_PRODUCT,0.20935652516461103,0.2913911582337047,0.2913911582337047,likely_direct
BUCKET_UTILIZATION,SOLID_BURDEN_RATIO,0.2152302470455553,0.2869557009421136,0.2869557009421136,likely_direct
LIQUID_METAL_DOMINANCE,BUCKET_UTILIZATION,-0.21523023345586212,-0.2869557009416813,0.2869557009416813,likely_direct
BURDEN_IMBALANCE,BUCKET_UTILIZATION,0.6646819060276862,-0.2842359844686433,0.2842359844686433,likely_direct
