Heat Number,TTT,KMeans,GMM,Hierarchical,DBSCAN,PC1,PC2,HM,DRI,Bucket,OXY,CPC,LIME,DOLO,T C
4521103,35.0,0,0,0,-1,-4.862509297228844,6.297538227457471,68.76,54.1,0.0,3305.0,432.0,12.8,1.0,122.86000000000001
4521104,29.0,0,0,0,0,-2.430285827323302,2.928108311644966,59.07,56.5,0.0,3270.0,314.0,9.6,0.2,115.57
4521105,30.0,0,1,0,0,-2.196116958709645,4.7100893972164295,61.09,52.5,0.0,2934.0,408.0,9.8,0.0,115.09
4521106,28.0,0,1,0,-1,-2.019193486929319,7.682034411943393,62.24,46.4,0.0,3004.0,888.0,9.3,0.0,111.84
4521107,45.0,0,1,0,-1,-2.7643922859678263,1.0997837771461019,65.28,52.3,0.0,3910.0,1158.0,13.1,1.2,124.67999999999999
4521110,44.0,0,0,0,0,-3.6940699182365098,0.18597358079049042,69.35,65.1,0.0,3796.0,713.0,13.5,1.3,134.45
4521111,40.0,1,1,1,1,4.312262416869891,-2.377437679899402,55.2,45.2,21.87,3430.0,650.0,12.3,1.2,122.27000000000001
4521112,38.0,0,0,0,0,-3.9543405411661112,0.26400450517378266,62.05,60.5,0.0,3677.0,646.0,12.8,1.0,122.55
4521113,38.0,0,0,0,0,-4.711128104418721,-2.052735122296033,58.23,63.1,0.0,3360.0,515.0,13.8,1.2,121.33
4521114,38.0,0,0,0,0,-3.5677947873280265,0.5907573833411384,63.09,59.9,0.0,3625.0,974.0,12.8,0.8,122.99000000000001
4521115,44.0,1,1,1,-1,5.0918751651905545,0.002593289228882833,55.6,39.1,21.43,3575.0,1234.0,11.8,0.3,116.13
4521116,47.0,1,1,1,-1,4.689096124994837,6.446013787637996,63.2,32.1,20.71,3710.0,1191.0,10.2,0.0,116.01000000000002
4521117,39.0,1,1,1,1,4.931710421188064,3.477111525325258,60.93,35.9,23.58,3181.0,763.0,11.1,0.0,120.41
4521118,46.0,0,0,0,0,-3.642734408548917,0.6516423298266697,70.11,65.9,0.0,3557.0,257.0,15.0,0.0,136.01
4521119,49.0,1,1,1,1,3.712688680947549,-1.2349882187047236,55.25,46.3,19.4,3225.0,328.0,12.5,0.3,120.94999999999999
4521120,48.0,1,1,1,-1,2.709708776160663,1.097920680260152,54.93,39.5,19.23,2957.0,299.0,13.1,0.3,113.66000000000001
4521121,59.0,0,0,0,0,-3.8370338448880243,0.25123688505185393,57.57,59.11,0.0,3147.0,421.0,11.3,1.2,116.68
4521122,52.0,1,1,1,-1,9.697341849815222,3.151407236797298,58.42,24.1,34.97,4080.0,1681.0,9.6,0.0,117.49000000000001
4521123,36.0,0,0,0,0,-5.049640489403836,0.672527466300178,57.76,56.1,0.0,3218.0,496.0,12.7,1.8,113.86
4521124,42.0,1,1,1,1,3.963864250299311,1.6842253638026505,57.88,40.1,20.44,3761.0,416.0,11.4,0.0,118.42
4521125,47.0,0,0,0,0,-4.0197165805176,-2.1123182439079167,53.79,61.3,0.0,3774.0,491.0,11.8,1.1,115.09
4521126,42.0,0,0,0,0,-3.5254034796419007,-0.44639167341960684,61.97,62.1,0.0,4138.0,631.0,12.3,0.5,124.07
4521127,34.0,0,0,0,0,-3.047891000069643,2.845078110205164,68.9,60.5,0.0,3497.0,684.0,12.5,0.0,129.4
4521130,39.0,0,0,0,0,-2.576681142669769,2.142724683695033,78.08,66.6,0.0,3551.0,959.0,13.8,0.1,144.68
4521131,45.0,1,1,1,-1,6.390024287126298,2.0755108769499295,58.31,34.7,22.14,3780.0,1055.0,10.0,0.0,118.25
4521132,52.0,0,1,0,-1,-1.25908300943672,-3.897005381813402,63.94,69.2,0.0,4086.0,1146.0,13.0,0.0,137.23999999999998
4521133,38.0,0,0,0,0,-3.1233650239821755,2.4498533758488454,62.04,56.3,0.0,3593.0,883.0,11.8,0.0,118.34
4521134,36.0,0,0,0,0,-2.6909596713522244,4.0390293257252505,72.47,60.6,0.0,3381.0,727.0,12.0,0.0,133.07
4521135,41.0,1,1,1,-1,7.009507034179677,1.1429130482520529,57.67,36.4,26.9,3395.0,1139.0,10.0,0.0,120.97
4521136,36.0,0,0,0,-1,-3.280338092614065,6.757979697963208,76.97,58.9,0.0,3370.0,525.0,12.4,0.0,135.87
4521137,37.0,0,0,0,0,-2.8821846734959644,0.8477488764568448,58.98,58.3,0.0,3414.0,770.0,11.7,0.0,117.28
4521138,42.0,0,0,0,-1,-1.7949526231324968,-1.670815277198751,54.23,63.1,0.0,3519.0,857.0,9.8,0.0,117.33
4521139,34.0,0,0,0,0,-2.0476360764859494,1.5952421714759308,57.21,56.5,0.0,3575.0,812.0,9.4,0.2,113.71000000000001
4521140,42.0,0,0,0,-1,-2.8051242965166328,2.8903187943012143,62.53,54.4,0.0,4090.0,1338.0,11.5,0.0,116.93
4521141,39.0,0,0,0,0,-3.930850452355349,-2.00125281497834,60.4,63.2,0.0,3688.0,891.0,14.4,0.0,123.6
4521142,41.0,1,1,1,-1,6.41194280090159,-0.5784192566919925,55.0,41.4,23.2,3414.0,1043.0,9.9,0.0,119.60000000000001
4521143,39.0,1,1,1,-1,3.0760435923820046,-0.5451115614514663,56.04,46.3,14.63,3605.0,1078.0,12.3,0.0,116.97
4521144,45.0,0,0,0,0,-2.5641821487926357,0.2217570662159707,54.1,58.3,0.0,3423.0,409.0,9.9,0.0,112.4
4521148,34.0,0,0,0,0,-2.9522384347974353,-2.193902292852868,53.57,61.3,0.0,3648.0,906.0,11.9,0.0,114.87
4521149,40.0,0,0,0,0,-3.068126898455699,0.7501415982145029,58.97,58.8,0.0,4410.0,382.0,11.5,0.0,117.77
4521150,35.0,0,0,0,0,-3.755341646684172,-2.360843042081143,54.36,62.2,0.0,3739.0,554.0,13.2,0.0,116.56
4521151,39.0,1,1,1,1,5.020059762359523,0.5321455538480189,57.47,41.7,21.71,3728.0,648.0,10.7,0.0,120.88
4521152,41.0,1,1,1,1,5.835051176225233,-2.2396656062098095,57.45,41.5,26.62,4080.0,1100.0,13.3,0.0,125.57000000000001
4521153,40.0,0,0,0,0,-3.2987393668744587,-2.106163283322034,54.59,61.1,0.0,4010.0,836.0,12.4,0.0,115.69
4521154,44.0,0,0,0,0,-4.1963957785575365,-3.2519437012715633,55.0,64.1,0.0,3941.0,483.0,14.1,0.0,119.1
4521155,44.0,1,1,1,-1,4.283743187035729,-0.48760381599166974,54.33,40.2,20.27,3637.0,1002.0,12.7,0.0,114.8
4521156,45.0,0,0,0,0,-5.09075219956018,-1.4068942560757376,54.0,58.1,0.0,3715.0,340.0,12.4,1.5,112.1
4521161,39.0,0,0,0,0,-3.7210751160434032,0.9834204215084543,60.9,58.3,0.0,4055.0,574.0,13.0,0.0,119.19999999999999
4521165,40.0,1,1,1,1,3.6313094544065314,-2.216686493239384,54.64,48.5,17.8,3756.0,606.0,12.0,0.0,120.94
4521166,47.0,0,0,0,0,-3.1344113950551753,-0.6562006177882752,63.69,62.7,0.0,4844.0,981.0,12.3,1.0,126.39
4521169,41.0,1,1,1,1,5.3132433045475995,-0.9868662490390722,57.45,44.6,19.5,3749.0,814.0,11.1,0.0,123.55000000000001
4521173,37.0,1,1,1,-1,6.132012382711759,2.8482992891762686,54.0,30.9,24.5,3776.0,995.0,9.9,0.0,109.4
4521174,37.0,1,1,1,-1,7.231327753970797,2.2190094529257327,56.88,34.9,25.9,3530.0,1012.0,8.5,0.0,117.68
4521175,35.0,0,0,0,0,-2.7662020774201554,-0.018727206966291376,59.68,60.4,0.0,3406.0,973.0,11.8,0.0,120.08
4521176,38.0,0,0,0,-1,-3.140952652428108,5.084337668347206,61.8,50.5,0.0,3838.0,1543.0,11.4,0.0,112.3
4521177,39.0,1,1,1,1,5.491276834228773,0.647031982252511,60.94,37.7,23.47,3338.0,473.0,12.5,0.0,127.21
4521178,40.0,1,1,1,1,6.292705680242902,-0.4403056098346748,55.01,35.8,16.68,3980.0,906.0,10.4,0.0,117.49000000000001
4521179,47.0,0,0,0,0,-3.414020954907339,6.212899094825408,71.23,53.9,0.0,3716.0,590.0,12.5,0.0,127.13
4521180,36.0,1,1,1,-1,6.9227200384202785,10.521246881461133,65.26,21.1,25.02,3450.0,771.0,7.7,0.0,116.48
4521181,42.0,1,1,1,1,4.668007943332349,0.8387334975234854,57.34,34.5,14.69,3970.0,872.0,12.4,0.0,116.53
4521182,43.0,1,1,1,-1,5.156093385181435,5.888467717938938,66.24,29.2,21.04,3913.0,1113.0,11.6,0.0,121.57999999999998
4521183,40.0,1,1,1,1,2.460523333861764,0.2535351772818117,59.33,46.6,14.74,3884.0,878.0,13.0,0.0,120.67
4521184,42.0,1,1,1,-1,3.0083555949770804,0.8888383747922813,61.0,44.4,12.81,3991.0,1042.0,12.9,0.0,121.31
4521185,41.0,1,1,1,-1,4.596365290839053,4.976876826388015,58.81,30.6,19.38,3620.0,998.0,11.0,0.0,111.38999999999999
4521186,37.0,1,1,1,1,1.9759554113774604,1.177614691713544,57.1,44.2,14.19,3868.0,547.0,12.5,0.0,115.49000000000001
4521187,34.0,0,0,0,0,-4.5014415065753415,-1.4344721890912548,53.18,57.2,0.0,3874.0,553.0,13.3,0.0,110.38
4521188,39.0,1,1,1,1,5.732849170518197,-1.6193147728026878,52.99,38.0,20.77,3905.0,686.0,11.9,0.0,116.86
4521189,43.0,1,1,1,-1,1.1152336192441727,1.1991009832491026,57.28,44.4,10.21,3978.0,796.0,12.0,1.3,112.69
4521190,48.0,1,1,1,-1,6.167796130344293,6.695199772649909,58.72,26.1,25.22,4169.0,956.0,8.9,0.0,110.03999999999999
4521191,43.0,0,0,0,-1,-4.917299320998572,6.773122281408102,70.56,52.9,0.0,3496.0,774.0,12.2,1.6,123.46000000000001
4521192,52.0,1,1,1,-1,16.004099725012043,19.545844394127254,54.33,2.6,42.26,2900.0,389.0,3.5,0.0,99.19
4521193,48.0,1,1,1,-1,8.503174234189261,5.288656493431281,57.18,22.1,21.69,3076.0,593.0,6.8,1.0,113.07
4521194,49.0,1,1,1,-1,5.05418419445522,-0.195515587396477,54.47,30.0,18.49,3696.0,636.0,12.5,1.4,113.96
4521195,46.0,0,0,0,0,-2.637241625559191,3.24059163602657,57.01,53.18,0.0,3758.0,488.0,9.5,0.0,110.19
4521196,43.0,0,0,0,0,-3.110709592951197,2.2112804323462987,66.81,60.2,0.0,4747.0,575.0,10.0,1.8,127.01
4521197,37.0,1,1,1,1,4.770008253607544,-0.4244605648004228,57.76,43.1,22.44,3994.0,520.0,10.8,0.9,123.3
4521198,36.0,0,0,0,0,-3.504880281892849,-0.5475907725496021,59.85,63.1,0.0,3665.0,291.0,11.0,1.2,122.95
4521199,40.0,0,0,0,0,-3.4485079839192267,1.4435508734841966,63.12,59.8,0.0,4112.0,464.0,11.2,1.0,122.91999999999999
4521200,42.0,1,1,1,-1,6.388778017011256,-4.0254981444859945,51.94,43.6,23.97,4216.0,896.0,11.4,0.5,121.00999999999999
4521201,44.0,1,1,1,1,3.5826209521335284,1.5100671106707007,62.62,46.0,16.02,4542.0,919.0,11.1,0.0,124.64
4521202,39.0,0,0,0,-1,-2.765752444128374,7.169681203475431,77.29,58.5,0.0,3452.0,570.0,11.1,0.0,135.79000000000002
4521203,37.0,0,0,0,0,-3.3818978917114335,-2.246320769802714,56.19,63.1,0.0,3767.0,756.0,12.5,0.3,119.28999999999999
4521204,40.0,0,1,0,-1,-2.234963808917495,-4.291287204346175,53.0,63.1,0.0,3974.0,914.0,12.7,0.0,119.19999999999999
4521205,43.0,1,1,1,-1,6.206247701141415,5.4913161091019935,56.19,23.6,27.9,3877.0,1026.0,10.6,0.0,107.69
4521206,36.0,1,1,1,-1,7.328117652681559,-3.8973649945586035,48.76,37.9,20.5,3356.0,807.0,11.4,0.0,116.16
4521207,38.0,0,1,0,0,-2.1344090253368995,0.3584391281739322,60.41,59.3,0.0,3731.0,878.0,11.3,0.0,120.71
4521208,37.0,1,1,1,-1,6.793363507857326,-0.44001273621533943,52.78,38.0,23.9,3860.0,790.0,9.4,0.0,115.68
4521209,41.0,0,0,0,0,-3.5265405084563097,3.287949273213908,59.3,54.5,0.0,3086.0,412.0,10.4,1.0,113.8
4521210,39.0,0,1,0,-1,-1.96666874111792,-5.506534648580892,54.3,68.1,0.0,3473.0,963.0,13.4,0.1,125.69999999999999
4521211,43.0,0,0,0,-1,-3.956548767628061,-2.811117449756306,48.05,54.1,0.0,3621.0,1432.0,11.9,1.0,102.15
4521213,36.0,0,0,0,0,-3.286273102019391,4.3490458159640495,63.7,53.1,0.0,3326.0,552.0,10.5,1.1,118.30000000000001
4521214,38.0,1,1,1,1,6.963359010533132,-0.9607267487351602,56.79,36.4,27.4,3339.0,397.0,10.5,1.2,125.69
4521215,37.0,0,1,0,0,-2.406912682718728,1.8411744361644307,63.25,55.0,0.0,3591.0,476.0,10.8,1.2,123.35
4521216,36.0,0,1,0,0,-2.6996164182242524,0.9230266349319697,62.4,55.7,0.0,3574.0,562.0,11.7,1.2,123.19999999999999
4521217,34.0,0,1,0,0,-1.7994576480338103,2.432316277352539,63.94,55.1,0.0,3436.0,450.0,10.4,0.6,124.13999999999999
4521218,35.0,0,1,0,0,-2.0767225773637965,2.3036165526633448,61.4,53.6,0.0,3298.0,512.0,10.2,1.1,120.1
4521219,35.0,0,1,0,0,-1.6267265451780673,3.083742674090824,65.36,51.7,0.0,3237.0,568.0,10.7,1.0,125.16
4521220,40.0,1,1,1,1,6.817804408541721,-0.2205770826360421,56.99,35.6,21.59,3478.0,375.0,9.6,1.1,123.28
4521221,39.0,1,1,1,-1,4.476767755113173,9.775925423146292,70.31,29.0,19.99,3320.0,384.0,9.1,1.0,124.39999999999999
4521222,41.0,1,1,1,-1,5.5441475378500575,9.443950063175151,61.53,23.6,19.77,4063.0,896.0,8.0,1.0,109.99999999999999
4521223,36.0,0,0,0,0,-3.236516451294571,-1.8202632695897496,55.01,60.8,0.0,3289.0,181.0,11.7,1.3,118.51
4521224,32.0,0,1,0,0,-3.310517996372556,6.206735017126248,67.44,50.8,0.0,3500.0,391.0,10.7,1.2,122.14
4521225,44.0,1,1,1,-1,6.573073149316459,15.835453458088319,54.6,10.9,25.12,3317.0,220.0,5.7,0.7,93.32000000000001
4521227,41.0,0,0,0,0,-4.4699481458585195,5.4040465383085055,68.36,55.0,0.0,4123.0,574.0,11.7,1.3,123.36
4521228,19.0,1,1,1,1,6.411447674013579,-0.2871703712343305,55.1,32.1,25.26,3651.0,356.0,11.1,1.1,119.36000000000001
4521229,57.0,0,1,0,0,-3.3562580017115864,1.4338509778540218,64.73,57.1,0.0,3612.0,601.0,12.0,1.6,125.03000000000002
4521230,38.0,0,1,0,0,-2.8580169062305685,1.5122172851113598,60.42,53.9,0.0,3959.0,552.0,10.9,1.2,118.32
4521231,39.0,1,1,1,-1,7.844071452419281,4.569387994318555,64.99,27.5,28.46,3310.0,1102.0,9.1,0.9,126.04999999999998
4521232,41.0,1,1,1,-1,5.643709466866048,5.573579172130018,58.96,29.4,17.35,3265.0,596.0,8.5,0.8,112.91
4521233,34.0,0,1,0,0,-1.4855434978192457,2.909747546900607,63.73,48.1,0.0,3699.0,625.0,10.4,1.2,122.13
4521234,38.0,0,1,0,-1,-1.340087823752961,-3.2922156941276466,55.2,54.5,0.0,4074.0,792.0,12.0,1.4,120.2
4521235,47.0,0,0,0,0,-3.909572949697491,-0.7610074199788628,68.05,66.5,0.0,4111.0,521.0,13.6,1.6,134.55
4521236,37.0,1,1,1,1,7.451963000236174,-0.32820132105817956,55.25,34.7,28.5,3517.0,599.0,9.5,0.8,121.25
4521237,38.0,1,1,1,-1,3.2646733350131925,4.74289449621085,61.71,32.9,18.17,3626.0,685.0,12.1,0.7,115.98
4521238,37.0,0,1,0,0,-2.1781299174816358,0.45330141838334914,60.91,56.4,0.0,3620.0,991.0,12.4,0.0,120.81
4521239,38.0,1,1,1,-1,8.806073184474505,-0.7785552316975252,54.41,27.2,27.95,4017.0,843.0,10.8,0.0,119.86
4521240,36.0,0,1,0,-1,-1.9640763622386423,8.914685673975331,68.61,37.3,0.0,3444.0,768.0,10.8,0.8,118.91
4521241,39.0,1,1,1,-1,9.217650595177346,1.372591015884754,56.54,21.4,26.24,3360.0,809.0,10.5,0.0,119.67999999999999
4521242,38.0,0,1,0,-1,-0.606039341690179,3.3659185597756647,60.16,40.3,0.0,3535.0,708.0,11.5,0.0,115.55999999999999
4521243,37.0,1,1,1,-1,9.096762928532733,1.0850968238367622,56.05,23.6,24.3,3544.0,757.0,9.7,0.0,119.15
4521244,36.0,0,0,0,0,-3.681588110026084,4.665774762234534,66.0,52.4,0.0,3568.0,665.0,11.4,1.0,120.10000000000001
4521246,39.0,1,1,1,-1,9.394991524662876,1.8239601202300386,58.19,22.3,40.94,3728.0,656.0,10.3,0.0,123.72999999999999
4521247,38.0,0,0,0,0,-3.330352765356687,0.7122783739392429,60.62,60.4,0.0,3605.0,422.0,10.8,1.2,121.02
4521248,38.0,1,1,1,-1,6.072123621467387,6.489494605334052,68.09,29.0,25.02,3361.0,443.0,9.0,1.1,127.21
4521249,35.0,1,1,1,-1,3.9924537661482704,10.202506945910988,62.44,24.5,19.05,3380.0,266.0,9.1,1.0,111.08999999999999
4521250,36.0,1,1,1,1,4.776920649070076,1.048454749177987,54.68,39.2,15.85,3740.0,350.0,8.7,1.0,114.82999999999998
4521251,44.0,0,1,0,0,-3.480161646234364,2.5643525997846996,62.5,53.6,0.0,3526.0,535.0,11.5,1.3,119.19999999999999
4521252,34.0,0,1,0,0,-2.1925741642744563,4.790814671929265,64.72,50.1,0.0,3661.0,487.0,9.4,1.1,119.91999999999999
4521253,35.0,1,1,1,-1,9.094685872723328,0.2020632685822591,48.85,28.2,23.64,3311.0,576.0,7.2,0.8,109.89
4521254,39.0,1,1,1,1,5.639349180896083,0.027700194965106326,56.0,39.8,16.95,3230.0,318.0,9.0,1.2,120.85
4521255,40.0,1,1,1,1,4.202865923400405,4.224037235764242,63.25,39.2,13.14,3926.0,751.0,8.7,1.0,120.69
4521256,38.0,0,1,0,0,-2.553678694138816,4.602157825620686,65.73,52.8,0.0,4006.0,724.0,10.8,0.0,120.63
4521257,30.0,0,1,0,0,-2.400173628419083,3.7574506714427853,61.55,49.8,0.0,3162.0,689.0,10.6,0.9,116.44999999999999
4521258,43.0,1,1,1,-1,1.5147178250739552,12.102807447314419,68.52,30.2,16.1,3638.0,617.0,9.5,1.0,114.82
4521259,40.0,1,1,1,1,6.292213036949019,-1.5732182758618964,56.99,40.0,17.01,4075.0,838.0,9.7,1.1,124.00000000000001
4521260,40.0,1,1,1,1,4.3550264813212705,0.8447838487804255,54.57,39.2,10.06,3567.0,570.0,9.7,1.0,112.83000000000001
4521261,35.0,0,1,0,0,-2.170952569158431,3.50157565089377,64.77,50.8,0.0,3603.0,413.0,10.3,1.3,122.66999999999999
4521262,33.0,0,1,0,-1,-1.127423671554098,5.495579218746783,61.71,38.2,0.0,3366.0,373.0,10.0,1.2,114.91
4521263,43.0,1,1,1,1,6.601754100878569,1.1831844374312357,55.75,32.0,30.51,4109.0,487.0,10.6,0.0,118.26
4521264,34.0,0,0,0,0,-4.446551008081495,3.761859591498881,65.16,55.7,0.0,3570.0,364.0,11.5,1.6,120.86
4521265,35.0,0,0,0,0,-4.434364106767053,0.5620726003739994,62.36,60.2,0.0,3419.0,398.0,11.8,2.2,122.56
4521266,38.0,1,1,1,-1,6.478732493279753,4.999004444772427,56.83,27.5,26.65,3878.0,783.0,8.3,0.9,110.97999999999999
4521267,45.0,1,1,1,-1,6.404275926152497,9.983809947192865,67.21,22.9,30.41,4021.0,639.0,8.0,0.8,120.51999999999998
4521268,40.0,0,0,0,0,-3.946665332929318,0.3259503808331565,55.86,56.1,0.0,3567.0,663.0,10.5,1.5,111.96000000000001
4521269,36.0,0,0,0,0,-5.132043737096193,2.375331371615765,61.53,54.1,0.0,4061.0,597.0,12.5,1.4,115.63
4521270,41.0,1,1,1,1,3.897584765226135,-1.6483177269116562,54.89,45.2,18.15,4137.0,863.0,12.0,0.7,118.24000000000001
4521271,35.0,0,0,0,0,-5.366717934640407,-1.9500874134971566,56.0,58.7,0.0,3971.0,651.0,13.5,1.6,114.7
4521272,40.0,1,1,1,-1,3.1584168100582533,4.301113217853475,63.95,34.7,16.93,3827.0,578.0,11.9,0.7,120.78
4521273,37.0,0,0,0,0,-4.663216235994555,0.8355750746694981,62.99,59.2,0.0,3775.0,464.0,13.4,1.0,122.19
4521274,37.0,0,1,0,0,-2.5799411538175168,1.6665425947413848,60.29,51.8,0.0,3714.0,748.0,11.4,0.9,117.49000000000001
4521275,42.0,1,1,1,-1,7.658406939364538,0.32842170535268406,53.8,24.0,18.5,3588.0,1004.0,11.6,0.4,113.1
4521276,39.0,0,1,0,-1,-1.5769601300435085,4.884676056575332,58.74,36.8,0.0,3386.0,544.0,11.0,1.0,110.13999999999999
4521277,34.0,0,0,0,-1,-4.573978262976981,6.541965514224103,68.96,53.8,0.0,3435.0,442.0,11.7,1.2,122.75999999999999
4521278,39.0,1,1,1,-1,11.226664350204658,0.7809282662993564,54.08,22.7,34.78,3506.0,786.0,7.5,0.0,120.26
4521279,39.0,0,0,0,0,-4.313972249685449,2.4551465880689367,65.21,55.1,0.0,3594.0,806.0,12.7,1.4,121.61
4521280,43.0,1,1,1,-1,6.071292524490307,10.899139547465028,65.06,17.1,33.5,3461.0,639.0,10.3,0.0,115.66
4521281,40.0,0,1,0,0,-2.1892204595052513,3.7887610296613388,61.86,49.3,0.0,3560.0,429.0,11.2,0.0,117.16
4521282,32.0,0,1,0,0,-2.6381050380046513,2.461983503515445,57.0,52.7,0.0,3130.0,516.0,11.1,0.0,111.7
4521284,39.0,0,1,0,-1,-0.9381042348455368,-2.1179614819153536,52.63,48.8,0.0,3853.0,755.0,11.1,1.3,113.53
4521285,36.0,0,1,0,0,-2.9715480325182977,2.9127006145050314,58.15,50.7,0.0,2984.0,322.0,10.8,1.2,112.94999999999999
4521286,47.0,1,1,1,1,1.9717082623120101,4.479692468001547,62.53,42.1,14.2,3483.0,359.0,10.1,1.3,118.83
4521287,45.0,1,1,1,1,1.935813818849925,3.8394449704371825,65.16,45.3,13.45,3835.0,436.0,10.6,1.2,123.91
4521288,47.0,1,1,1,-1,5.399353500821513,5.60801592259544,62.09,35.7,18.7,3727.0,472.0,7.6,0.4,118.59
4521289,34.0,0,1,0,-1,-2.7221636082180143,7.997822991864306,53.6,38.5,0.0,3105.0,527.0,9.5,0.1,97.19999999999999
4521291,38.0,0,1,0,0,-1.9351362562836518,3.228933857961699,62.62,47.1,0.0,3717.0,355.0,10.7,1.2,119.82
4521292,46.0,1,1,1,1,3.3165171791607224,4.85190245833336,58.63,36.2,10.0,3141.0,395.0,9.2,1.4,111.93
4521293,37.0,0,1,0,0,-1.6257990018280755,3.224441427780874,60.72,49.6,0.0,2920.0,569.0,9.6,1.4,117.41999999999999
4521294,45.0,1,1,1,1,4.844291024891334,5.159569787388191,58.89,30.7,16.82,3320.0,424.0,8.4,1.3,113.50999999999999
4521295,37.0,0,1,0,0,-1.9145335694929015,1.7677813006021719,61.21,52.0,0.0,3520.0,571.0,9.8,1.8,120.31
4521296,42.0,1,1,1,1,4.513719613337029,4.683299677711033,57.94,36.1,18.7,3271.0,669.0,8.2,1.3,112.74
4521297,40.0,0,0,0,0,-3.1468988786276246,0.1898152634905452,60.65,60.0,0.0,4195.0,832.0,10.5,1.6,120.65
4521298,36.0,0,0,0,0,-3.2797949462974874,1.296838300560713,65.13,62.0,0.0,3896.0,414.0,11.0,1.3,127.13
4521299,43.0,1,1,1,1,5.013147547114234,1.1696602716680844,54.96,42.1,17.84,3860.0,679.0,8.1,1.1,114.9
4521300,39.0,0,0,0,0,-4.281904575444178,-2.1515014427132653,59.9,63.0,0.0,3823.0,893.0,12.3,2.0,122.9
4521301,41.0,0,0,0,0,-3.6174967012514885,-3.475361285056618,63.24,71.1,0.0,4294.0,572.0,13.0,1.6,134.34
4521302,58.0,0,0,0,0,-3.761574904383377,1.2462344722452021,57.88,55.1,0.0,4318.0,751.0,11.4,0.8,112.98
4521303,38.0,0,0,0,0,-4.109735424059893,4.0597403177609115,67.63,56.7,0.0,3940.0,387.0,11.3,1.4,124.33
4521304,34.0,0,1,0,-1,-1.9046017035277867,-0.7147694124984556,52.73,46.5,0.0,3518.0,315.0,11.6,1.2,110.82999999999998
4521305,40.0,1,1,1,1,6.169156083949783,1.520490488615175,53.57,30.8,18.83,3516.0,561.0,9.4,1.1,111.60000000000001
4521306,33.0,0,1,0,-1,-1.6770517308155504,-0.0739994778519991,53.72,47.1,0.0,3429.0,672.0,11.0,1.3,110.82
4521307,46.0,1,1,1,-1,13.511043682408534,1.5358810710808308,49.06,33.0,20.38,4064.0,1040.0,1.2,1.2,112.64
4521310,52.0,0,0,0,0,-3.601915322038037,-0.6657334760085606,54.5,58.1,0.0,3551.0,637.0,11.6,0.4,112.6
4521311,44.0,0,0,0,0,-2.401455114378169,-0.5421899793993313,56.91,63.2,0.0,3134.0,409.0,10.7,0.0,120.11
4521312,52.0,1,1,1,-1,4.3474350332292255,-2.230577207219726,53.72,53.2,14.96,3413.0,483.0,9.5,0.2,121.88
4521313,49.0,0,0,0,0,-2.7371351862496662,2.2236805046656327,65.86,61.0,0.0,3637.0,474.0,11.5,0.0,126.86
4521315,39.0,0,0,0,0,-2.3030278252698277,1.550030392924967,63.58,62.2,0.0,3473.0,341.0,10.2,0.4,125.78
4521316,42.0,0,0,0,0,-3.28927022901713,-1.6367238915777964,61.83,65.1,0.0,3575.0,920.0,12.1,1.2,126.92999999999999
4521317,48.0,0,0,0,0,-3.8676191199763856,0.05185954397180064,61.11,60.0,0.0,3888.0,753.0,12.2,1.3,121.11
4521318,44.0,1,1,1,1,3.210405193624101,-2.1060116045315107,55.27,46.3,18.01,3542.0,758.0,12.3,1.4,119.58
4521319,41.0,0,0,0,0,-4.002806218418386,-3.7267489425283777,53.0,64.3,0.0,3157.0,792.0,13.0,1.1,117.3
4521320,50.0,0,0,0,0,-3.400909958848918,-5.340778189671339,56.0,72.6,0.0,4080.0,648.0,12.5,1.5,128.6
4521321,48.0,0,0,0,0,-4.210527688958718,-4.8828645025382835,57.55,71.1,0.0,3589.0,544.0,13.7,1.6,128.64999999999998
4521322,42.0,0,0,0,0,-4.430616314265717,-4.223285089638507,53.01,66.2,0.0,3731.0,358.0,12.7,1.5,119.21000000000001
4521323,45.0,0,0,0,-1,-2.8869404224578337,-6.9857093597017474,53.39,75.0,0.0,3991.0,1030.0,12.8,1.2,128.39
4521324,46.0,0,0,0,-1,-2.673419511569622,-5.482266992991252,56.03,73.1,0.0,4100.0,943.0,12.4,0.8,129.13
4521325,43.0,0,0,0,0,-4.038377008630725,-5.775762076245706,50.0,68.6,0.0,3738.0,502.0,12.5,1.4,118.6
4521326,42.0,0,0,0,0,-3.5886066524578943,-2.3196084517818805,54.6,63.3,0.0,3487.0,545.0,11.5,1.1,117.9
4521327,45.0,1,1,1,-1,5.11140062303926,-5.95136423147371,51.99,56.0,20.22,3680.0,647.0,12.2,0.0,128.21
4521328,37.0,0,0,0,0,-2.682736739658447,-1.8725004200122426,58.09,65.6,0.0,3527.0,625.0,11.8,0.0,123.69
4521329,47.0,1,1,1,1,4.166702299785983,-2.8205356060355276,54.39,49.7,17.5,3662.0,913.0,11.7,0.0,121.59
4521330,56.0,0,0,0,0,-2.5351976543805965,1.8588601879263986,63.51,59.4,0.0,3716.0,838.0,11.2,0.0,122.91
4521331,39.0,0,0,0,0,-2.354014872756483,-1.9864932500055914,59.45,66.6,0.0,3519.0,838.0,11.7,0.0,126.05
4521332,42.0,0,0,0,0,-2.6634980890977222,-0.9935473167532122,59.26,64.5,0.0,3389.0,622.0,11.7,0.0,123.75999999999999
