Heat Number,TTT,KMeans,GMM,Hierarchical,DBSCAN,PC1,PC2,HM,DRI,Bucket,OXY,CPC,LIME,DOLO,T C
4515213,40.0,0,0,0,0,-3.917555647105063,5.635073175637423,67.97,55.6,0.0,3859.0,446.0,10.1,1.7,123.57
4515214,38.0,1,1,1,1,4.739542882437743,0.9272844577926068,59.18,44.9,19.43,3357.0,552.0,9.0,1.6,123.50999999999999
4515215,48.0,0,0,0,0,-2.6932888681207667,0.0842083260312056,66.15,65.3,0.0,3484.0,701.0,10.5,1.9,131.45
4515216,36.0,0,0,0,-1,-3.6039401718003643,5.620920351107386,70.63,56.8,0.0,3533.0,769.0,10.6,1.5,127.42999999999999
4515217,36.0,0,0,0,0,-3.0209042888011566,2.2578897922118957,65.72,60.2,0.0,3712.0,625.0,10.0,1.6,125.92
4515218,41.0,0,0,0,0,-2.8116572215033377,1.1600455953596063,64.92,61.2,0.0,3557.0,980.0,11.1,1.1,126.12
4515219,31.0,0,0,0,0,-2.5612253672483707,4.648168353560096,64.19,55.2,0.0,3250.0,740.0,9.0,1.0,119.39
4515220,34.0,0,0,0,0,-2.6070061235141306,2.0107502348599717,61.36,58.9,0.0,3252.0,669.0,9.6,1.2,120.25999999999999
4515221,36.0,1,1,1,1,5.169897817357967,2.904078037443734,58.92,39.2,21.04,3211.0,596.0,8.6,1.1,119.16
4515222,33.0,0,0,0,0,-4.115246447291905,4.446869686838857,62.62,53.4,0.0,2976.0,521.0,10.8,1.6,116.02
4515223,36.0,0,0,0,0,-3.2846473634348987,3.799369189156538,68.1,58.2,0.0,3473.0,628.0,10.3,1.5,126.3
4515224,32.0,0,0,0,-1,-1.9992835432349227,3.060980998472968,61.12,57.4,0.0,3158.0,677.0,8.1,1.3,118.52
4515225,40.0,0,0,0,0,-4.180775681570302,1.8883845016166352,64.85,59.3,0.0,3867.0,406.0,12.0,1.5,124.14999999999999
4515226,37.0,0,0,0,0,-3.033164857886053,2.1266946629028736,62.02,59.1,0.0,2751.0,506.0,11.0,1.0,121.12
4515227,34.0,0,0,0,-1,-4.16594569500464,6.96783009916781,64.62,51.7,0.0,3185.0,372.0,10.3,1.2,116.32000000000001
4515228,40.0,1,1,1,-1,5.815326753665015,4.507786236272798,59.15,30.0,28.72,2946.0,224.0,9.3,1.2,117.87
4515229,43.0,1,1,1,-1,3.503963811830523,9.08101358871095,67.3,36.7,16.57,3350.0,661.0,7.6,1.0,120.57
4515230,40.0,1,1,1,-1,4.147538634970716,6.893874570024939,64.79,35.6,20.05,3291.0,297.0,8.3,1.2,120.44000000000001
4515231,39.0,1,1,1,1,4.133972047813461,4.780636831742135,58.55,35.3,19.61,3321.0,550.0,9.2,1.0,113.46
4515232,37.0,1,1,1,-1,1.3417515987549757,6.321516597637315,61.58,40.5,10.11,3796.0,584.0,9.8,0.9,112.19
4515233,43.0,0,0,0,0,-3.6992491265695775,2.345509694107564,60.0,56.1,0.0,3415.0,455.0,10.5,1.3,116.1
4515234,39.0,0,0,0,0,-3.4659973295856323,2.2081552515530802,60.0,55.0,0.0,3824.0,911.0,10.2,1.5,115.0
4515237,50.0,0,0,1,-1,-2.3237671745834914,-0.3901597926708087,77.99,71.7,0.0,4347.0,1301.0,12.2,2.1,149.69
4515238,46.0,1,1,1,-1,2.5974005745090647,9.459908628360948,67.01,30.3,19.5,3910.0,790.0,10.6,1.3,116.81
4515239,39.0,0,0,0,-1,-3.7825153478819282,7.527388188405164,63.48,49.6,0.0,2994.0,753.0,9.0,1.8,113.08
4515240,47.0,0,0,0,0,-2.509863686776629,0.28204691254630243,61.46,62.0,0.0,3492.0,757.0,8.7,2.0,123.46000000000001
4515241,41.0,0,0,0,-1,-3.5928863836505878,6.280119615532271,64.71,52.5,0.0,3159.0,831.0,9.3,1.9,117.21
4515242,33.0,0,0,0,0,-3.302430896951464,4.571406240649725,66.54,55.6,0.0,3106.0,831.0,9.4,2.3,122.14000000000001
4515243,37.0,0,0,0,-1,-2.7649241882681816,5.426610662397977,66.83,55.0,0.0,3217.0,751.0,8.3,2.0,121.83
4515244,38.0,0,0,0,0,-2.3719551046721006,1.4475083065093224,57.94,57.0,0.0,3132.0,1000.0,8.6,2.0,114.94
4515245,41.0,1,1,1,-1,8.258678052122008,6.0094710571240535,59.29,22.4,32.48,3269.0,1238.0,8.4,0.9,114.16999999999999
4515246,37.0,0,0,0,-1,-1.8250010141093567,4.109276952406363,67.36,59.2,0.0,3090.0,773.0,8.4,1.2,126.56
4515247,41.0,0,0,0,-1,-2.4232523075379384,4.985065993431484,70.09,58.5,0.0,3283.0,633.0,8.9,1.4,128.59
4515248,40.0,0,0,0,-1,-4.210565732130389,5.180211882431292,69.59,55.8,0.0,3858.0,855.0,11.9,1.3,125.39
4515249,41.0,1,1,1,-1,5.236827384513659,6.908997625000321,65.8,36.0,20.54,3419.0,522.0,6.9,1.1,122.34
4515250,45.0,1,1,1,-1,1.6110459523399208,11.089558487538872,71.86,32.0,17.39,3980.0,647.0,10.3,1.2,121.25
4515251,44.0,1,1,1,-1,4.401842974730582,7.9357558961072705,63.15,30.2,20.77,3540.0,1248.0,9.5,1.1,114.11999999999999
4515252,48.0,0,0,0,-1,-1.9596973546383754,2.9355499834696643,63.77,58.5,0.0,3585.0,816.0,7.5,2.0,122.27000000000001
4515253,39.0,0,0,0,-1,-1.1656528705285079,-0.10116299526451172,59.84,63.1,0.0,3575.0,1090.0,6.4,2.4,122.94
4515254,37.0,0,0,0,-1,-1.9268132106425464,0.794911085774952,58.33,59.5,0.0,3297.0,922.0,7.1,2.4,117.83
4515255,38.0,0,0,0,-1,-3.944905404962829,7.484607198259753,70.78,53.7,0.0,3153.0,649.0,10.4,1.6,124.48
4515256,40.0,0,0,0,-1,-2.1265566253587,3.7004094783512844,68.38,59.9,0.0,3653.0,688.0,8.2,1.7,128.28
4515257,37.0,0,0,0,0,-3.827567956454367,4.77046841288143,64.18,54.3,0.0,3106.0,415.0,10.8,1.1,118.48
4515258,36.0,0,0,0,-1,-4.424590117945894,7.567303915264091,69.93,52.6,0.0,3322.0,589.0,11.1,1.4,122.53
4515259,34.0,0,0,0,-1,-2.5546327478042254,6.0858012586269385,67.29,55.1,0.0,3114.0,443.0,8.1,1.5,122.39000000000001
4515260,39.0,0,0,0,-1,-4.453825683750687,8.632386659574458,68.46000000000001,50.2,0.0,3336.0,469.0,10.5,1.2,118.66000000000001
4515261,39.0,1,1,1,-1,6.865328215943711,7.21358656008945,60.8,30.1,25.13,2896.0,464.0,5.7,1.2,116.03
4515262,50.0,0,1,0,-1,-3.5011871632422356,14.793862271151532,74.89,43.5,0.0,3763.0,578.0,7.1,1.0,118.39
4515263,47.0,0,0,0,0,-3.4772011972548516,4.715218430737722,61.76,53.1,0.0,3412.0,469.0,10.0,0.8,114.86
4515264,34.0,0,0,0,-1,-1.5981716175316918,1.4654398112894476,59.35,60.1,0.0,2955.0,686.0,8.0,0.9,119.45
4515265,35.0,0,0,0,-1,-3.123306539130365,11.68338856563103,64.18,44.1,0.0,2205.0,718.0,8.1,0.7,108.28
4515266,44.0,1,1,1,-1,3.172485066003094,4.584876044894066,64.39999999999999,41.2,17.95,3132.0,404.0,10.3,0.5,123.55
4515267,38.0,0,0,0,-1,-2.393614239800037,11.79273979784797,72.17,48.6,0.0,2655.0,686.0,7.2,0.9,120.77000000000001
4515268,43.0,1,1,1,-1,3.350770161187754,4.1061580285534065,68.23,42.1,18.28,3586.0,929.0,10.8,0.9,128.61
4515269,34.0,0,1,0,-1,-5.259888511129102,12.912598944153842,74.59,44.5,0.0,3247.0,873.0,10.2,1.9,119.09
4515270,36.0,0,0,0,-1,-5.196913053533317,7.44922359629005,67.78,50.5,0.0,3339.0,694.0,11.5,2.0,118.28
4515271,37.0,0,0,0,-1,-3.7500500236063568,3.589455648241544,68.23,57.0,0.0,3224.0,1105.0,11.5,2.0,125.23
4515272,34.0,0,0,0,0,-2.462331255803836,4.3169911135613495,64.13,56.0,0.0,3024.0,757.0,8.1,2.0,120.13
4515273,40.0,1,1,1,-1,6.958772484435736,7.9188968790003065,57.36,22.4,26.5,2970.0,1213.0,7.2,1.8,106.25999999999999
4515274,45.0,1,1,1,-1,2.8348050176249693,5.025675401146928,63.72,37.7,17.5,3559.0,870.0,10.4,1.2,118.92
4515277,36.0,0,0,0,-1,-3.2614036312303614,7.604206426153408,70.7,53.8,0.0,3112.0,832.0,9.8,1.2,124.5
4515278,35.0,0,0,0,0,-3.5239884741256016,3.606924890134396,67.07,57.8,0.0,3304.0,710.0,10.4,2.0,124.86999999999999
4515279,40.0,1,1,1,-1,5.964007560700239,4.007817484834787,59.36,36.8,21.5,3216.0,883.0,7.7,0.9,117.66
4515280,36.0,0,0,0,-1,-2.3107828114690303,6.927526078500131,67.13,54.5,0.0,2974.0,769.0,8.1,1.2,121.63
4515282,42.0,1,1,1,-1,2.6701146115413747,7.895641526159462,70.53,46.2,8.99,3510.0,812.0,8.2,1.2,125.72
4515283,38.0,0,0,0,-1,-2.5478895461241766,7.17966512078162,66.87,53.8,0.0,3045.0,671.0,8.2,1.2,120.67
4515284,44.0,1,1,1,-1,3.8510722212723056,9.753720214223366,70.87,31.7,22.42,3393.0,502.0,9.1,1.4,124.99000000000001
4515285,41.0,0,0,0,0,-2.4260501919772337,3.743363101823636,59.44,54.0,0.0,2899.0,828.0,8.7,1.2,113.44
4515286,52.0,1,1,1,-1,6.721671368336744,6.818111892545003,58.85,27.7,23.95,3505.0,1133.0,6.9,1.1,110.5
4515287,50.0,1,1,1,-1,9.312770208411406,11.643095265703089,62.94,17.3,31.08,3500.0,1601.0,5.6,0.9,111.32
4515288,49.0,1,1,1,-1,6.5050258443976166,11.8865941550819,62.96,22.4,25.1,3378.0,967.0,6.2,0.8,110.46000000000001
4515289,42.0,1,1,1,-1,3.9060016861122384,4.862849981538104,67.42,35.1,25.46,3526.0,149.0,10.9,1.9,127.98000000000002
4515290,44.0,1,1,1,-1,6.148090372786559,4.8299807793286895,65.97,36.6,24.25,3363.0,906.0,7.8,1.5,126.82
4515291,41.0,0,0,0,0,-3.0669976415775633,4.403217193765083,67.77,57.2,0.0,3249.0,716.0,10.6,0.9,124.97
4515292,51.0,1,1,1,-1,8.374743912240298,6.610893297363814,64.92,27.1,31.65,3492.0,912.0,6.5,0.7,123.67000000000002
4515293,30.0,0,0,0,-1,-2.729970794215267,8.00684370458477,71.72,55.1,0.0,2798.0,528.0,9.2,0.9,126.82
4515294,48.0,0,0,0,-1,-3.1353025650068407,7.910457607030496,76.89,56.6,0.0,3419.0,554.0,9.6,1.4,133.49
4515295,35.0,0,0,0,0,-2.463039420633049,0.9742841288924473,57.13,58.9,0.0,2943.0,561.0,9.0,1.1,116.03
4515296,34.0,0,0,0,0,-2.519754558403135,1.5059882642282847,59.63,59.1,0.0,2947.0,637.0,9.7,1.2,118.73
4515297,36.0,0,0,0,-1,-3.6769786924600147,7.587628433511256,64.67,50.4,0.0,3192.0,679.0,9.4,1.2,115.07
4515298,35.0,0,0,0,-1,-3.530050630160885,7.169991905402957,69.31,54.6,0.0,3265.0,397.0,9.5,1.5,123.91
4515299,33.0,0,0,0,-1,-2.704091678649994,7.4952886955315385,66.19,53.4,0.0,2959.0,371.0,8.1,1.2,119.59
4515300,40.0,0,0,0,-1,-2.9549227490967187,9.908677974053852,71.64,49.9,0.0,4112.0,761.0,7.8,1.2,121.53999999999999
4515301,38.0,0,0,0,0,-2.4503722573059243,-1.4929936879405334,63.92,69.4,0.0,3630.0,464.0,10.3,1.3,133.32
4515303,38.0,0,0,0,0,-2.850947418715502,0.499342798473636,65.82,63.7,0.0,3489.0,843.0,11.2,1.4,129.51999999999998
4515304,45.0,0,0,0,-1,-3.3325990069870137,4.699343800274807,64.47,53.6,0.0,3177.0,993.0,9.5,2.0,118.07
4515305,37.0,0,0,0,-1,-2.9292890960231257,7.094438058981521,64.01,50.7,0.0,3674.0,890.0,7.5,1.9,114.71000000000001
4515306,38.0,1,1,1,1,6.228245109300646,2.9540479171473497,57.14,32.1,26.85,3409.0,725.0,9.0,1.4,116.09
4515307,38.0,1,1,1,-1,2.958364250142685,4.589143331411903,56.84,38.4,14.5,3131.0,724.0,9.3,0.7,109.74000000000001
4515308,40.0,0,0,0,-1,-4.22263495578005,7.738665249576382,66.18,50.3,0.0,3304.0,686.0,9.6,1.9,116.48
4515309,33.0,0,0,0,0,-3.611336500986852,4.386691763889829,64.64,54.4,0.0,3040.0,852.0,10.1,2.0,119.03999999999999
4515310,33.0,0,0,0,0,-3.558386749239286,4.8082861326204265,65.37,54.8,0.0,3307.0,571.0,10.2,1.3,120.17
4515311,37.0,0,0,0,0,-3.3727060996150198,2.0024681667900803,65.08,59.8,0.0,3735.0,627.0,10.3,1.9,124.88
4515312,45.0,0,0,0,0,-3.5992367709483513,1.2477950785164904,58.98,58.1,0.0,3330.0,464.0,10.8,1.4,117.08
4515313,34.0,0,0,0,0,-3.9119496794030693,6.215909178006568,67.58,54.1,0.0,3636.0,561.0,10.2,1.4,121.68
4515314,32.0,0,0,0,-1,-3.374891710721353,5.204501528753597,58.74,49.5,0.0,3400.0,802.0,9.6,0.7,108.24000000000001
4515315,33.0,0,0,0,0,-2.4525028949097543,-0.8840464466776454,55.03,61.1,0.0,3154.0,864.0,9.4,1.3,116.13
4515316,36.0,0,0,0,0,-2.1151102866414013,3.072096513689378,63.48,59.3,0.0,3358.0,459.0,7.8,1.8,122.78
4515317,40.0,0,0,0,-1,-1.652809334072305,4.335666256541429,69.23,59.9,0.0,3703.0,617.0,7.3,1.6,129.13
4515318,49.0,1,1,1,-1,4.48148796733632,5.246830521686183,66.46,39.3,20.66,3291.0,450.0,8.9,1.1,126.41999999999999
4515319,45.0,1,1,1,1,4.957225001584683,4.099513052336707,60.66,33.9,24.31,3385.0,587.0,9.7,1.3,118.87
4515320,38.0,1,1,1,-1,4.420812391725294,9.31388597871269,65.44,31.7,20.99,3196.0,529.0,7.9,1.0,118.13
4515321,36.0,1,1,1,1,4.023663970709803,2.5717858818090074,55.52,40.7,17.07,3048.0,439.0,9.1,1.0,113.28999999999999
4515322,29.0,0,1,0,-1,-2.110920953365686,4.998336673866485,41.17,40.7,0.0,2533.0,246.0,6.4,0.4,81.87
4515324,54.0,1,1,1,1,4.739992705564353,4.924986309246141,66.32,35.6,24.86,3492.0,349.0,9.7,1.2,126.77999999999999
4515325,36.0,0,0,0,0,-3.044397634398432,3.8995494581798007,61.23,56.1,0.0,2958.0,103.0,9.3,1.3,117.33
4515326,34.0,0,0,0,0,-2.450290347583855,1.8571011143320129,58.58,57.5,0.0,3303.0,669.0,9.0,1.2,116.08
4515327,37.0,0,0,0,-1,-4.080382564396068,8.724299139799204,64.76,48.7,0.0,2586.0,464.0,10.4,0.8,113.46000000000001
4515328,42.0,0,0,0,-1,-3.6191266244299083,7.906032370439823,69.39,53.0,0.0,3216.0,464.0,9.7,1.2,122.39
4515329,38.0,0,0,0,0,-3.4238975760346673,4.680310052331907,66.78,56.1,0.0,3258.0,555.0,10.3,1.3,122.88
4515330,37.0,0,0,0,-1,-2.5112773522608602,10.526640034884313,65.26,46.8,0.0,2982.0,753.0,7.1,0.8,112.06
4515331,46.0,1,1,1,-1,6.100025866011187,7.981631240796123,65.93,29.3,26.24,3453.0,464.0,7.3,0.6,121.47
4515332,34.0,0,0,0,-1,-3.4264722606054705,10.684735163787677,65.0,45.7,0.0,3232.0,606.0,8.2,0.7,110.7
4515333,50.0,1,1,1,-1,6.831355462971636,14.876549271565445,68.74,18.2,28.94,3691.0,464.0,5.4,0.5,115.88
4515341,40.0,0,0,0,-1,-3.4630636765973404,8.22829890870521,65.46,49.0,0.0,3391.0,1015.0,9.1,1.2,114.46
4515342,42.0,1,1,1,-1,4.101752212846537,8.87340076368795,65.27,32.1,19.94,3266.0,851.0,8.6,1.2,117.31
4515343,41.0,1,1,1,-1,3.7117196955437977,13.044860234510631,66.92,29.0,16.84,3224.0,920.0,6.5,0.9,112.76
4515344,44.0,0,1,0,-1,-3.8098661716735016,10.308438657180677,69.55,47.8,0.0,3361.0,808.0,8.3,1.9,117.35
4515345,36.0,0,0,0,-1,-3.5849181320074837,8.149015457572713,67.72,50.7,0.0,3389.0,841.0,8.6,2.0,118.42
4515346,43.0,1,1,1,-1,4.37083520429953,1.0889517572017056,56.53,45.2,15.57,3238.0,945.0,8.1,1.6,117.30000000000001
4515347,38.0,0,1,0,-1,-4.951940011166398,13.575777442393713,73.65,43.1,0.0,3632.0,823.0,8.8,2.0,116.75
4515348,38.0,1,1,1,-1,4.183840157800914,6.0056346512144065,58.91,34.5,17.17,3116.0,981.0,8.3,1.4,110.58
4515349,34.0,0,0,0,0,-2.617959090256272,1.7109167687570654,56.89,55.4,0.0,3270.0,972.0,8.7,1.9,112.28999999999999
4515350,35.0,0,0,0,-1,-3.196486439736794,9.640165359429899,68.59,48.7,0.0,3088.0,1020.0,8.2,1.6,117.29
4515351,43.0,1,1,1,-1,5.096515773004599,6.334620963280565,63.49,35.8,18.5,3352.0,1194.0,7.7,1.3,117.78999999999999
4515353,46.0,1,1,1,-1,5.761285920134321,11.810634670106136,66.16,23.9,26.02,2985.0,594.0,7.0,0.8,116.08
4515354,38.0,1,1,1,-1,4.225143054549763,11.198304702663313,60.57,23.9,22.12,3016.0,689.0,8.9,0.3,106.59
4515355,40.0,1,1,1,1,2.1783574700307873,3.507083218539278,58.64,44.8,11.72,3103.0,341.0,9.7,1.0,115.16
4515357,36.0,0,0,0,0,-3.716699764864753,2.2381944838378645,54.55,53.3,0.0,3058.0,327.0,10.4,1.1,107.85
4515358,36.0,0,0,0,0,-2.8188836949939686,5.18424104759406,60.15,51.7,0.0,3037.0,643.0,8.6,1.1,111.85
4515359,42.0,0,0,0,-1,-3.1833764253344974,8.673421833651629,69.0,52.2,0.0,3090.0,353.0,8.6,1.2,121.2
4515360,37.0,0,0,0,0,-2.944543580338033,4.390339963581388,61.14,54.0,0.0,3022.0,528.0,9.1,1.2,115.14
4515361,37.0,0,0,0,-1,-5.405609445967012,5.908059451472462,66.74,53.2,0.0,3381.0,310.0,12.96,1.1,119.94
4515362,32.0,0,0,0,-1,-3.743906007059008,6.170815469732473,58.61,48.5,0.0,2984.0,421.0,9.4,1.0,107.11
4515363,35.0,0,0,0,0,-4.098103507802919,3.27429159866587,63.86,56.1,0.0,3497.0,465.0,11.2,1.4,119.96000000000001
4515365,36.0,0,0,0,0,-3.9723498925419576,0.9972042841901684,59.67,58.1,0.0,3418.0,498.0,11.6,1.3,117.77000000000001
4515366,37.0,0,0,0,0,-1.792425782309076,2.593611685581138,62.26,60.1,0.0,3013.0,464.0,8.2,1.2,122.36
4515367,40.0,1,1,1,1,4.567058732839913,2.5352764570058275,58.39,38.1,21.32,3443.0,538.0,9.5,1.3,117.81
4515368,34.0,0,0,0,0,-3.2079250256605247,5.272090310928558,64.45,54.2,0.0,2961.0,464.0,9.6,1.2,118.65
4515369,40.0,1,1,1,1,5.392627345936338,1.7035950618427536,56.79,40.0,20.32,3471.0,810.0,8.6,1.0,117.10999999999999
4515370,37.0,0,0,0,-1,-4.385983065012664,7.700835455758283,69.68,52.2,0.0,3491.0,464.0,11.1,1.0,121.88000000000001
4515371,35.0,0,1,0,-1,-4.054214470221714,13.433247427161712,70.23,43.6,0.0,3223.0,504.0,8.2,1.0,113.83000000000001
4515372,39.0,0,0,0,-1,-3.7490726648945287,7.896955340350326,63.04,48.8,0.0,3761.0,468.0,9.2,0.7,111.84
4515375,44.0,1,1,1,-1,5.0797655473510375,6.8987513262416424,68.29,35.0,22.64,3882.0,477.0,7.9,1.0,125.93
4515376,36.0,0,0,0,-1,-4.765499819755023,3.007046826841371,59.08,51.3,0.0,3508.0,889.0,11.5,1.5,110.38
4515377,43.0,1,1,1,1,4.385780634848697,0.6993842091892759,57.16,40.7,21.32,2912.0,660.0,10.4,2.3,119.18
4515378,34.0,0,0,0,0,-3.1278694518253234,4.249648736766998,62.52,54.2,0.0,3252.0,747.0,8.7,2.1,116.72
4515379,44.0,1,1,1,-1,4.777147255792423,3.598942647665947,60.45,35.5,21.65,3549.0,950.0,9.4,1.8,117.6
4515380,52.0,1,1,1,1,3.876155722587671,2.9135281404194817,59.16,40.2,18.06,3402.0,684.0,9.5,1.6,117.42
4515381,39.0,1,1,1,-1,1.539829394701295,8.962974290915962,65.65,40.4,10.32,3132.0,503.0,8.5,1.7,116.37
4515382,40.0,0,0,0,-1,-4.760775025810007,6.424723828170972,63.58,50.6,0.0,3273.0,667.0,10.6,2.0,114.18
4515383,36.0,0,0,0,-1,-4.2934745261276825,6.550220946370195,68.08,52.7,0.0,3281.0,935.0,11.1,1.7,120.78
4515384,37.0,0,0,0,0,-3.7223101071122278,2.4865227401007086,62.08,56.6,0.0,3418.0,632.0,10.5,1.7,118.68
4515385,34.0,0,1,0,-1,-4.497110146556917,11.03105369300005,70.81,47.0,0.0,3174.0,633.0,9.3,1.8,117.81
4515386,37.0,0,0,0,0,-4.478349215965175,4.549335711517984,63.5,52.7,0.0,3570.0,546.0,10.5,2.0,116.2
4515387,37.0,1,1,1,1,3.521992770822632,1.510338912533176,54.83,40.3,17.5,3460.0,520.0,10.0,1.4,112.63
4515388,36.0,0,0,0,0,-4.065783186772704,2.082729641954005,62.86,58.2,0.0,3495.0,353.0,11.7,1.3,121.06
4515389,38.0,0,0,0,0,-3.10921243361142,2.7435889146080883,62.67,57.3,0.0,3535.0,609.0,9.8,1.3,119.97
4515390,39.0,0,0,0,0,-3.9588640682307275,3.843069493764037,65.77,55.5,0.0,3869.0,669.0,11.1,1.3,121.27
4515391,40.0,1,1,1,1,4.532428568500595,2.9791451745827815,59.48,39.1,21.71,3276.0,238.0,9.5,1.0,120.28999999999999
4515392,41.0,1,1,1,1,5.069984973170571,3.4035416697177525,54.08,30.2,24.25,3672.0,592.0,9.8,1.0,108.53
4515393,40.0,1,1,1,1,2.8448088653218444,3.8366100061418424,55.4,38.4,14.86,3128.0,675.0,9.2,1.3,108.66
4515394,37.0,1,1,1,1,2.8299268753740128,2.984860528756281,52.99,40.0,14.25,3054.0,375.0,9.1,1.0,107.24000000000001
4515395,43.0,0,0,0,0,-4.0218869000012,1.2869809489595432,54.25,53.9,0.0,3338.0,511.0,11.1,1.1,108.15
4515396,50.0,0,0,0,0,-3.97879122231466,0.2327573499956428,61.2,60.6,0.0,3780.0,464.0,12.0,1.4,121.80000000000001
4515397,36.0,0,0,0,0,-4.611140891997126,5.313059497009264,60.37,49.5,0.0,3549.0,494.0,10.4,1.4,109.87
4515398,40.0,1,1,1,-1,5.970737857327777,5.915812910589357,63.77,32.8,25.63,3133.0,490.0,7.8,1.1,122.19999999999999
4515399,42.0,0,0,0,0,-4.67350920364661,3.5970234676225794,67.0,55.8,0.0,3818.0,647.0,12.5,1.5,122.8
4515400,53.0,1,1,1,-1,-0.3344338119290405,5.887123312466497,72.97,45.0,11.48,4030.0,644.0,13.2,2.6,129.45
4515401,47.0,0,0,0,0,-4.2220194591635645,4.142990770992514,70.22,58.0,0.0,3180.0,575.0,11.7,2.2,128.22
4515402,44.0,1,1,1,1,2.3707508617112922,3.367062123856801,67.89,45.2,16.29,3596.0,601.0,11.3,1.4,129.38
4515403,45.0,0,0,0,0,-4.61246117050129,3.309178246825034,65.54,56.2,0.0,3460.0,499.0,11.3,2.5,121.74000000000001
4515404,40.0,1,1,1,-1,6.100111940576876,6.180940966392623,66.85,32.5,27.04,3241.0,547.0,7.8,1.6,126.38999999999999
4515405,35.0,0,0,0,0,-3.468450447512722,3.659946457338329,66.8,58.1,0.0,3263.0,545.0,10.9,1.3,124.9
4515406,33.0,0,0,0,0,-3.4749505337039976,3.1172363479509837,55.49,52.3,0.0,2819.0,454.0,9.9,1.2,107.78999999999999
4515407,37.0,1,1,1,1,4.911226893692122,2.66576942708931,57.29,38.5,20.6,3067.0,589.0,8.5,1.8,116.38999999999999
4515408,40.0,0,0,0,-1,-3.459327602158524,5.386645821668799,73.94,59.9,0.0,3375.0,582.0,11.1,1.5,133.84
4515409,31.0,0,0,0,-1,-3.352487605184315,3.6354119935368723,56.0,50.6,0.0,2977.0,861.0,9.7,1.2,106.6
4515410,35.0,0,0,0,-1,-3.8919663804640034,11.22759902408457,80.0,52.0,0.0,3086.0,325.0,10.1,1.2,132.0
4515411,36.0,0,0,0,0,-3.664105276802912,3.028461415803629,69.04,59.5,0.0,3496.0,713.0,11.5,1.6,128.54000000000002
4515412,41.0,0,0,0,0,-3.780555158714204,1.510902909535356,67.68,60.5,0.0,3965.0,975.0,11.9,2.0,128.18
4515413,41.0,1,1,1,-1,3.1991838136405093,12.05592418151159,67.17,27.1,20.32,3414.0,468.0,8.7,0.9,114.59
4515415,40.0,0,0,0,0,-3.105451842171178,0.4058314721285724,62.89,62.3,0.0,3408.0,745.0,10.6,2.0,125.19
4515416,38.0,0,0,0,-1,-2.775643116364686,0.280429243943017,66.91,64.4,0.0,3760.0,890.0,10.5,2.1,131.31
4515417,38.0,0,0,0,0,-3.545878649211128,-2.6446853060707807,55.99,63.1,0.0,3600.0,987.0,11.0,2.2,119.09
4515418,36.0,0,0,0,-1,-2.5713491299433167,3.024690973321076,67.31,59.5,0.0,3574.0,881.0,9.0,2.0,126.81
4515419,47.0,1,1,1,-1,4.529700071371093,-1.9328331712873437,65.66,50.7,21.83,4362.0,855.0,12.3,1.7,138.19
4515420,37.0,0,0,0,0,-2.9464601692282866,-0.0663078394749193,59.01,60.4,0.0,3334.0,916.0,10.0,1.6,119.41
4515421,36.0,0,0,0,0,-3.5522902633670337,2.88956377535729,64.96000000000001,57.8,0.0,3567.0,601.0,9.9,2.2,122.76
4515422,42.0,1,1,1,1,4.863092468918226,-2.5013113972175645,56.49,48.3,19.94,3909.0,845.0,10.2,2.0,124.72999999999999
4515423,37.0,0,0,0,0,-3.3351038359739915,1.8492021333155237,63.18,60.0,0.0,3389.0,455.0,10.2,1.9,123.18
4515424,33.0,0,0,0,0,-3.5172849347739343,5.211246498856126,62.74,52.9,0.0,3239.0,434.0,8.9,1.9,115.64
4515425,34.0,0,0,0,0,-3.392050525053123,2.346635313536214,58.42,55.5,0.0,3208.0,557.0,9.5,1.9,113.92
4515427,42.0,0,0,0,0,-3.32731170792803,3.4083875009563775,62.04,54.3,0.0,3463.0,939.0,9.6,1.8,116.34
4515428,39.0,0,0,0,0,-4.12466917063421,2.5754219408452466,65.28,58.1,0.0,3822.0,470.0,11.2,1.9,123.38
4515429,41.0,1,1,1,-1,4.715102139014768,-6.564680348996379,54.72,58.1,19.33,3878.0,998.0,11.3,2.0,132.14999999999998
4515430,34.0,0,0,0,0,-4.14907432588998,5.594862495491981,61.49,50.6,0.0,3174.0,490.0,9.7,1.8,112.09
4515431,37.0,1,1,1,-1,6.303186883364933,-0.066846180701623,43.05,29.9,23.46,3314.0,743.0,8.6,1.7,96.41
4515432,43.0,0,0,0,0,-5.115849460282166,1.768867840538059,57.81,53.3,0.0,3581.0,563.0,11.5,2.1,111.11
4515433,38.0,0,0,0,0,-3.988715204092634,3.8911863606003374,66.57,56.9,0.0,3523.0,354.0,10.3,2.2,123.47
4515434,42.0,1,1,1,1,4.200291086513168,0.47516994934970325,58.79,41.8,21.26,3570.0,607.0,10.5,2.1,121.85000000000001
4515436,37.0,0,0,0,0,-2.9388835954867805,-0.6650576317444538,60.18,62.6,0.0,3879.0,760.0,9.3,2.2,122.78
4515437,36.0,0,0,0,0,-3.1309911982233993,-2.2514578705671062,55.69,65.1,0.0,3456.0,495.0,10.2,1.7,120.78999999999999
4515438,38.0,0,0,0,0,-3.4575529251108312,-1.5731625916430074,55.92,62.1,0.0,3620.0,607.0,10.1,2.0,118.02000000000001
