Heat Number,Date,Shift,HM,DRI,HBI,Bucket,LIME,DOLO,CPC,POWER,OXY,T C,TTT
4515217,2025-04-07 00:00:00,A,65.72,60.2,0.0,0.0,10.0,1.6,625.0,32758.0,3712.0,125.92,36.0
4515218,2025-04-07 00:00:00,A,64.92,61.2,0.0,0.0,11.1,1.1,980.0,31902.0,3557.0,126.12,41.0
4515219,2025-04-07 00:00:00,A,64.19,55.2,0.0,0.0,9.0,1.0,740.0,29790.0,3250.0,119.39,31.0
4515220,2025-04-07 00:00:00,A,61.36,58.9,0.0,0.0,9.6,1.2,669.0,31290.0,3252.0,120.26,34.0
4515221,2025-04-07 00:00:00,A,58.92,39.2,0.0,21.04,8.6,1.1,596.0,31524.0,3211.0,119.16,36.0
4515222,2025-04-07 00:00:00,B,62.62,53.4,0.0,0.0,10.8,1.6,521.0,31819.0,2976.0,116.02,33.0
4515223,2025-04-07 00:00:00,B,68.1,58.2,0.0,0.0,10.3,1.5,628.0,33306.0,3473.0,126.3,36.0
4515224,2025-04-07 00:00:00,B,61.12,57.4,0.0,0.0,8.1,1.3,677.0,29398.0,3158.0,118.52,32.0
4515225,2025-04-07 00:00:00,B,64.85,59.3,0.0,0.0,12.0,1.5,406.0,36749.0,3867.0,124.15,40.0
4515226,2025-04-07 00:00:00,B,62.02,59.1,0.0,0.0,11.0,1.0,506.0,31201.0,2751.0,121.12,37.0
4515227,2025-04-07 00:00:00,B,64.62,51.7,0.0,0.0,10.3,1.2,372.0,28812.0,3185.0,116.32,34.0
4515228,2025-04-07 00:00:00,B,59.15,30.0,0.0,28.72,9.3,1.2,224.0,33787.0,2946.0,117.87,40.0
4515229,2025-04-07 00:00:00,B,67.3,36.7,0.0,16.57,7.6,1.0,661.0,32500.0,3350.0,120.57,43.0
4515230,2025-04-07 00:00:00,B,64.79,35.6,0.0,20.05,8.3,1.2,297.0,34092.0,3291.0,120.44,40.0
4515231,2025-04-07 00:00:00,B,58.55,35.3,0.0,19.61,9.2,1.0,550.0,29559.0,3321.0,113.46,39.0
4515232,2025-04-07 00:00:00,B,61.58,40.5,0.0,10.11,9.8,0.9,584.0,28265.0,3796.0,112.19,37.0
4515233,2025-04-07 00:00:00,B,60.0,56.1,0.0,0.0,10.5,1.3,455.0,28835.0,3415.0,116.1,43.0
4515234,2025-04-07 00:00:00,B,60.0,55.0,0.0,0.0,10.2,1.5,911.0,32969.0,3824.0,115.0,39.0
4515236,2025-04-08 00:00:00,C,67.23,47.2,0.0,18.28,10.9,1.7,889.0,42929.0,3557.0,132.71,122.0
4515237,2025-04-08 00:00:00,C,77.99,71.7,0.0,0.0,12.2,2.1,1301.0,43013.0,4347.0,149.69,50.0
4515238,2025-04-08 00:00:00,C,67.01,30.3,0.0,19.5,10.6,1.3,790.0,36596.0,3910.0,116.81,46.0
4515239,2025-04-08 00:00:00,C,63.48,49.6,0.0,0.0,9.0,1.8,753.0,29154.0,2994.0,113.08,39.0
4515240,2025-04-08 00:00:00,C,61.46,62.0,0.0,0.0,8.7,2.0,757.0,36459.0,3492.0,123.46,47.0
4515241,2025-04-08 00:00:00,C,64.71,52.5,0.0,0.0,9.3,1.9,831.0,29739.0,3159.0,117.21,41.0
4515242,2025-04-08 00:00:00,C,66.54,55.6,0.0,0.0,9.4,2.3,831.0,31923.0,3106.0,122.14,33.0
4515243,2025-04-08 00:00:00,C,66.83,55.0,0.0,0.0,8.3,2.0,751.0,32873.0,3217.0,121.83,37.0
4515244,2025-04-08 00:00:00,C,57.94,57.0,0.0,0.0,8.6,2.0,1000.0,34544.0,3132.0,114.94,38.0
4515245,2025-04-08 00:00:00,A,59.29,22.4,0.0,32.48,8.4,0.9,1238.0,34916.0,3269.0,114.17,41.0
4515246,2025-04-08 00:00:00,A,67.36,59.2,0.0,0.0,8.4,1.2,773.0,33759.0,3090.0,126.56,37.0
4515247,2025-04-08 00:00:00,A,70.09,58.5,0.0,0.0,8.9,1.4,633.0,32473.0,3283.0,128.59,41.0
4515248,2025-04-08 00:00:00,A,69.59,55.8,0.0,0.0,11.9,1.3,855.0,34307.0,3858.0,125.39,40.0
4515249,2025-04-08 00:00:00,A,65.8,36.0,0.0,20.54,6.9,1.1,522.0,34731.0,3419.0,122.34,41.0
4515250,2025-04-08 00:00:00,A,71.86,32.0,0.0,17.39,10.3,1.2,647.0,33959.0,3980.0,121.25,45.0
4515251,2025-04-08 00:00:00,A,63.15,30.2,0.0,20.77,9.5,1.1,1248.0,34634.0,3540.0,114.12,44.0
4515252,2025-04-08 00:00:00,A,63.77,58.5,0.0,0.0,7.5,2.0,816.0,31631.0,3585.0,122.27,48.0
4515253,2025-04-08 00:00:00,A,59.84,63.1,0.0,0.0,6.4,2.4,1090.0,31894.0,3575.0,122.94,39.0
4515254,2025-04-08 00:00:00,A,58.33,59.5,0.0,0.0,7.1,2.4,922.0,32716.0,3297.0,117.83,37.0
4515255,2025-04-08 00:00:00,A,70.78,53.7,0.0,0.0,10.4,1.6,649.0,33572.0,3153.0,124.48,38.0
4515256,2025-04-08 00:00:00,A,68.38,59.9,0.0,0.0,8.2,1.7,688.0,33042.0,3653.0,128.28,40.0
4515257,2025-04-08 00:00:00,B,64.18,54.3,0.0,0.0,10.8,1.1,415.0,30672.0,3106.0,118.48,37.0
4515258,2025-04-08 00:00:00,B,69.93,52.6,0.0,0.0,11.1,1.4,589.0,30688.0,3322.0,122.53,36.0
4515259,2025-04-08 00:00:00,B,67.29,55.1,0.0,0.0,8.1,1.5,443.0,30342.0,3114.0,122.39,34.0
4515260,2025-04-08 00:00:00,B,68.46000000000001,50.2,0.0,0.0,10.5,1.2,469.0,30958.0,3336.0,118.66,39.0
4515261,2025-04-08 00:00:00,B,60.8,30.1,0.0,25.13,5.7,1.2,464.0,30164.0,2896.0,116.03,39.0
4515262,2025-04-08 00:00:00,B,74.89,43.5,0.0,0.0,7.1,1.0,578.0,27313.0,3763.0,118.39,50.0
4515263,2025-04-08 00:00:00,B,61.76,53.1,0.0,0.0,10.0,0.8,469.0,30162.0,3412.0,114.86,47.0
4515264,2025-04-08 00:00:00,B,59.35,60.1,0.0,0.0,8.0,0.9,686.0,29269.0,2955.0,119.45,34.0
4515265,2025-04-08 00:00:00,B,64.18,44.1,0.0,0.0,8.1,0.7,718.0,28853.0,2205.0,108.28,35.0
4515266,2025-04-08 00:00:00,B,64.39999999999999,41.2,0.0,17.95,10.3,0.5,404.0,34824.0,3132.0,123.55,44.0
4515267,2025-04-08 00:00:00,B,72.17,48.6,0.0,0.0,7.2,0.9,686.0,34852.0,2655.0,120.77,38.0
4515268,2025-04-08 00:00:00,B,68.23,42.1,0.0,18.28,10.8,0.9,929.0,38223.0,3586.0,128.61,43.0
4515269,2025-04-08 00:00:00,B,74.59,44.5,0.0,0.0,10.2,1.9,873.0,33202.0,3247.0,119.09,34.0
4515270,2025-04-09 00:00:00,C,67.78,50.5,0.0,0.0,11.5,2.0,694.0,32466.0,3339.0,118.28,36.0
4515271,2025-04-09 00:00:00,C,68.23,57.0,0.0,0.0,11.5,2.0,1105.0,36169.0,3224.0,125.23,37.0
4515272,2025-04-09 00:00:00,C,64.13,56.0,0.0,0.0,8.1,2.0,757.0,33960.0,3024.0,120.13,34.0
4515273,2025-04-09 00:00:00,C,57.36,22.4,0.0,26.5,7.2,1.8,1213.0,34183.0,2970.0,106.26,40.0
4515274,2025-04-09 00:00:00,C,63.72,37.7,0.0,17.5,10.4,1.2,870.0,39234.0,3559.0,118.92,45.0
4515275,2025-04-09 00:00:00,C,71.31,41.3,0.0,24.31,12.2,1.2,829.0,43502.0,4027.0,136.92000000000002,73.0
4515276,2025-04-09 00:00:00,C,60.51,29.0,0.0,20.2,9.1,1.1,834.0,34158.0,3047.0,109.71,65.0
4515277,2025-04-09 00:00:00,C,70.7,53.8,0.0,0.0,9.8,1.2,832.0,33118.0,3112.0,124.5,36.0
4515278,2025-04-09 00:00:00,C,67.07,57.8,0.0,0.0,10.4,2.0,710.0,34701.0,3304.0,124.87,35.0
4515279,2025-04-09 00:00:00,C,59.36,36.8,0.0,21.5,7.7,0.9,883.0,33338.0,3216.0,117.66,40.0
4515280,2025-04-09 00:00:00,A,67.13,54.5,0.0,0.0,8.1,1.2,769.0,30929.0,2974.0,121.63,36.0
4515282,2025-04-09 00:00:00,A,70.53,46.2,0.0,8.99,8.2,1.2,812.0,35626.0,3510.0,125.72,42.0
4515283,2025-04-09 00:00:00,A,66.87,53.8,0.0,0.0,8.2,1.2,671.0,31834.0,3045.0,120.67,38.0
4515284,2025-04-09 00:00:00,A,70.87,31.7,0.0,22.42,9.1,1.4,502.0,38835.0,3393.0,124.99,44.0
4515285,2025-04-09 00:00:00,A,59.44,54.0,0.0,0.0,8.7,1.2,828.0,32039.0,2899.0,113.44,41.0
4515286,2025-04-09 00:00:00,A,58.85,27.7,0.0,23.95,6.9,1.1,1133.0,36927.0,3505.0,110.5,52.0
4515287,2025-04-09 00:00:00,A,62.94,17.3,0.0,31.08,5.6,0.9,1601.0,43549.0,3500.0,111.32,50.0
4515288,2025-04-09 00:00:00,A,62.96,22.4,0.0,25.1,6.2,0.8,967.0,38834.0,3378.0,110.46,49.0
4515289,2025-04-09 00:00:00,A,67.42,35.1,0.0,25.46,10.9,1.9,149.0,37630.0,3526.0,127.98,42.0
4515290,2025-04-09 00:00:00,A,65.97,36.6,0.0,24.25,7.8,1.5,906.0,36858.0,3363.0,126.82,44.0
4515291,2025-04-09 00:00:00,B,67.77,57.2,0.0,0.0,10.6,0.9,716.0,34854.0,3249.0,124.97,41.0
4515292,2025-04-09 00:00:00,B,64.92,27.1,0.0,31.65,6.5,0.7,912.0,41574.0,3492.0,123.67,51.0
4515293,2025-04-09 00:00:00,B,71.72,55.1,0.0,0.0,9.2,0.9,528.0,29371.0,2798.0,126.82,30.0
4515294,2025-04-09 00:00:00,B,76.89,56.6,0.0,0.0,9.6,1.4,554.0,34066.0,3419.0,133.49,48.0
4515295,2025-04-09 00:00:00,B,57.13,58.9,0.0,0.0,9.0,1.1,561.0,28663.0,2943.0,116.03,35.0
4515296,2025-04-09 00:00:00,B,59.63,59.1,0.0,0.0,9.7,1.2,637.0,32328.0,2947.0,118.73,34.0
4515297,2025-04-09 00:00:00,B,64.67,50.4,0.0,0.0,9.4,1.2,679.0,31972.0,3192.0,115.07,36.0
4515298,2025-04-09 00:00:00,B,69.31,54.6,0.0,0.0,9.5,1.5,397.0,31676.0,3265.0,123.91,35.0
4515299,2025-04-09 00:00:00,B,66.19,53.4,0.0,0.0,8.1,1.2,371.0,31087.0,2959.0,119.59,33.0
4515300,2025-04-09 00:00:00,B,71.64,49.9,0.0,0.0,7.8,1.2,761.0,31392.0,4112.0,121.54,40.0
4515301,2025-04-09 00:00:00,B,63.92,69.4,0.0,0.0,10.3,1.3,464.0,34243.0,3630.0,133.32,38.0
4515303,2025-04-09 00:00:00,B,65.82,63.7,0.0,0.0,11.2,1.4,843.0,36919.0,3489.0,129.51999999999998,38.0
4515304,2025-04-10 00:00:00,C,64.47,53.6,0.0,0.0,9.5,2.0,993.0,33576.0,3177.0,118.07,45.0
4515305,2025-04-10 00:00:00,C,64.01,50.7,0.0,0.0,7.5,1.9,890.0,34001.0,3674.0,114.71,37.0
4515306,2025-04-10 00:00:00,C,57.14,32.1,0.0,26.85,9.0,1.4,725.0,34396.0,3409.0,116.09,38.0
4515307,2025-04-10 00:00:00,C,56.84,38.4,0.0,14.5,9.3,0.7,724.0,33113.0,3131.0,109.74,38.0
4515308,2025-04-10 00:00:00,C,66.18,50.3,0.0,0.0,9.6,1.9,686.0,34684.0,3304.0,116.48,40.0
4515309,2025-04-10 00:00:00,C,64.64,54.4,0.0,0.0,10.1,2.0,852.0,33014.0,3040.0,119.04,33.0
4515310,2025-04-10 00:00:00,C,65.37,54.8,0.0,0.0,10.2,1.3,571.0,33710.0,3307.0,120.17,33.0
4515311,2025-04-10 00:00:00,C,65.08,59.8,0.0,0.0,10.3,1.9,627.0,36223.0,3735.0,124.88,37.0
4515312,2025-04-10 00:00:00,C,58.98,58.1,0.0,0.0,10.8,1.4,464.0,31586.0,3330.0,117.08,45.0
4515313,2025-04-10 00:00:00,C,67.58,54.1,0.0,0.0,10.2,1.4,561.0,32064.0,3636.0,121.68,34.0
4515314,2025-04-10 00:00:00,C,58.74,49.5,0.0,0.0,9.6,0.7,802.0,28937.0,3400.0,108.24,32.0
4515315,2025-04-10 00:00:00,C,55.03,61.1,0.0,0.0,9.4,1.3,864.0,31549.0,3154.0,116.13,33.0
4515316,2025-04-10 00:00:00,C,63.48,59.3,0.0,0.0,7.8,1.8,459.0,34417.0,3358.0,122.78,36.0
4515317,2025-04-10 00:00:00,A,69.23,59.9,0.0,0.0,7.3,1.6,617.0,33820.0,3703.0,129.13,40.0
4515318,2025-04-10 00:00:00,A,66.46,39.3,0.0,20.66,8.9,1.1,450.0,35393.0,3291.0,126.42,49.0
4515319,2025-04-10 00:00:00,A,60.66,33.9,0.0,24.31,9.7,1.3,587.0,36761.0,3385.0,118.87,45.0
4515320,2025-04-10 00:00:00,A,65.44,31.7,0.0,20.99,7.9,1.0,529.0,32038.0,3196.0,118.13,38.0
4515321,2025-04-10 00:00:00,A,55.52,40.7,0.0,17.07,9.1,1.0,439.0,30108.0,3048.0,113.29,36.0
4515322,2025-04-10 00:00:00,A,41.17,40.7,0.0,0.0,6.4,0.4,246.0,22309.0,2533.0,81.87,29.0
4515323,2025-04-10 00:00:00,A,77.08,40.5,0.0,24.0,10.1,1.9,308.0,42030.0,4571.0,141.57999999999998,77.0
4515324,2025-04-10 00:00:00,A,66.32,35.6,0.0,24.86,9.7,1.2,349.0,35512.0,3492.0,126.78,54.0
4515325,2025-04-10 00:00:00,A,61.23,56.1,0.0,0.0,9.3,1.3,103.0,31426.0,2958.0,117.33,36.0
4515326,2025-04-10 00:00:00,A,58.58,57.5,0.0,0.0,9.0,1.2,669.0,33435.0,3303.0,116.08,34.0
4515327,2025-04-10 00:00:00,A,64.76,48.7,0.0,0.0,10.4,0.8,464.0,30314.0,2586.0,113.46,37.0
4515328,2025-04-10 00:00:00,B,69.39,53.0,0.0,0.0,9.7,1.2,464.0,35016.0,3216.0,122.39,42.0
4515329,2025-04-10 00:00:00,B,66.78,56.1,0.0,0.0,10.3,1.3,555.0,32195.0,3258.0,122.88,38.0
4515330,2025-04-10 00:00:00,B,65.26,46.8,0.0,0.0,7.1,0.8,753.0,29930.0,2982.0,112.06,37.0
4515331,2025-04-10 00:00:00,B,65.93,29.3,0.0,26.24,7.3,0.6,464.0,34759.0,3453.0,121.47,46.0
4515332,2025-04-10 00:00:00,B,65.0,45.7,0.0,0.0,8.2,0.7,606.0,29123.0,3232.0,110.7,34.0
4515333,2025-04-10 00:00:00,B,68.74,18.2,0.0,28.94,5.4,0.5,464.0,29732.0,3691.0,115.88,50.0
4515340,2025-04-11 00:00:00,C,72.81,50.9,0.0,0.0,9.8,1.2,849.0,32464.0,3273.0,123.71,1383.0
4515341,2025-04-11 00:00:00,C,65.46,49.0,0.0,0.0,9.1,1.2,1015.0,32557.0,3391.0,114.46,40.0
4515342,2025-04-11 00:00:00,C,65.27,32.1,0.0,19.94,8.6,1.2,851.0,35988.0,3266.0,117.31,42.0
4515343,2025-04-11 00:00:00,C,66.92,29.0,0.0,16.84,6.5,0.9,920.0,33089.0,3224.0,112.76,41.0
4515344,2025-04-11 00:00:00,C,69.55,47.8,0.0,0.0,8.3,1.9,808.0,30590.0,3361.0,117.35,44.0
4515345,2025-04-11 00:00:00,C,67.72,50.7,0.0,0.0,8.6,2.0,841.0,31757.0,3389.0,118.42,36.0
4515346,2025-04-11 00:00:00,C,56.53,45.2,0.0,15.57,8.1,1.6,945.0,35553.0,3238.0,117.3,43.0
4515347,2025-04-11 00:00:00,C,73.65,43.1,0.0,0.0,8.8,2.0,823.0,31886.0,3632.0,116.75,38.0
4515348,2025-04-11 00:00:00,C,58.91,34.5,0.0,17.17,8.3,1.4,981.0,30596.0,3116.0,110.58,38.0
4515349,2025-04-11 00:00:00,C,56.89,55.4,0.0,0.0,8.7,1.9,972.0,30985.0,3270.0,112.29,34.0
4515350,2025-04-11 00:00:00,C,68.59,48.7,0.0,0.0,8.2,1.6,1020.0,31203.0,3088.0,117.29,35.0
4515351,2025-04-11 00:00:00,C,63.49,35.8,0.0,18.5,7.7,1.3,1194.0,35212.0,3352.0,117.79,43.0
4515353,2025-04-11 00:00:00,A,66.16,23.9,0.0,26.02,7.0,0.8,594.0,26958.0,2985.0,116.07999999999998,46.0
4515354,2025-04-11 00:00:00,A,60.57,23.9,0.0,22.12,8.9,0.3,689.0,30825.0,3016.0,106.59,38.0
4515355,2025-04-11 00:00:00,A,58.64,44.8,0.0,11.72,9.7,1.0,341.0,33067.0,3103.0,115.16,40.0
4515356,2025-04-11 00:00:00,A,67.3,56.3,0.0,0.0,9.7,1.0,372.0,28285.0,3243.0,123.6,69.0
4515357,2025-04-11 00:00:00,A,54.55,53.3,0.0,0.0,10.4,1.1,327.0,30682.0,3058.0,107.85,36.0
4515358,2025-04-11 00:00:00,A,60.15,51.7,0.0,0.0,8.6,1.1,643.0,32047.0,3037.0,111.85,36.0
4515359,2025-04-11 00:00:00,A,69.0,52.2,0.0,0.0,8.6,1.2,353.0,29372.0,3090.0,121.2,42.0
4515360,2025-04-11 00:00:00,A,61.14,54.0,0.0,0.0,9.1,1.2,528.0,30694.0,3022.0,115.14,37.0
4515361,2025-04-11 00:00:00,A,66.74,53.2,0.0,0.0,12.96,1.1,310.0,31112.0,3381.0,119.94,37.0
4515362,2025-04-11 00:00:00,A,58.61,48.5,0.0,0.0,9.4,1.0,421.0,27682.0,2984.0,107.11,32.0
4515363,2025-04-11 00:00:00,A,63.86,56.1,0.0,0.0,11.2,1.4,465.0,32569.0,3497.0,119.96,35.0
4515364,2025-04-11 00:00:00,B,66.14,34.2,0.0,27.23,7.8,1.4,464.0,34070.0,3112.0,127.57,75.0
4515365,2025-04-11 00:00:00,B,59.67,58.1,0.0,0.0,11.6,1.3,498.0,32704.0,3418.0,117.77,36.0
4515366,2025-04-11 00:00:00,B,62.26,60.1,0.0,0.0,8.2,1.2,464.0,32392.0,3013.0,122.36,37.0
4515367,2025-04-11 00:00:00,B,58.39,38.1,0.0,21.32,9.5,1.3,538.0,33612.0,3443.0,117.81,40.0
4515368,2025-04-11 00:00:00,B,64.45,54.2,0.0,0.0,9.6,1.2,464.0,31264.0,2961.0,118.65,34.0
4515369,2025-04-11 00:00:00,B,56.79,40.0,0.0,20.32,8.6,1.0,810.0,33634.0,3471.0,117.11,40.0
4515370,2025-04-11 00:00:00,B,69.68,52.2,0.0,0.0,11.1,1.0,464.0,31397.0,3491.0,121.88,37.0
4515371,2025-04-11 00:00:00,B,70.23,43.6,0.0,0.0,8.2,1.0,504.0,27690.0,3223.0,113.83,35.0
4515372,2025-04-11 00:00:00,B,63.04,48.8,0.0,0.0,9.2,0.7,468.0,31628.0,3761.0,111.84,39.0
4515373,2025-04-11 00:00:00,B,57.31,58.0,0.0,0.0,11.1,1.9,857.0,31871.0,3236.0,115.31,390.2
4515374,2025-04-11 00:00:00,B,63.73,54.1,0.0,0.0,8.5,1.4,464.0,31652.0,3162.0,117.83,1119.8
4515375,2025-04-11 00:00:00,B,68.29,35.0,0.0,22.64,7.9,1.0,477.0,36452.0,3882.0,125.93,44.0
4515376,2025-04-12 00:00:00,C,59.08,51.3,0.0,0.0,11.5,1.5,889.0,31668.0,3508.0,110.38,36.0
4515377,2025-04-12 00:00:00,C,57.16,40.7,0.0,21.32,10.4,2.3,660.0,37612.0,2912.0,119.18,43.0
4515378,2025-04-12 00:00:00,C,62.52,54.2,0.0,0.0,8.7,2.1,747.0,31035.0,3252.0,116.72,34.0
4515379,2025-04-12 00:00:00,C,60.45,35.5,0.0,21.65,9.4,1.8,950.0,38171.0,3549.0,117.6,44.0
4515380,2025-04-12 00:00:00,C,59.16,40.2,0.0,18.06,9.5,1.6,684.0,33110.0,3402.0,117.42,52.0
4515381,2025-04-12 00:00:00,C,65.65,40.4,0.0,10.32,8.5,1.7,503.0,32971.0,3132.0,116.37,39.0
4515382,2025-04-12 00:00:00,C,63.58,50.6,0.0,0.0,10.6,2.0,667.0,31232.0,3273.0,114.18,40.0
4515383,2025-04-12 00:00:00,C,68.08,52.7,0.0,0.0,11.1,1.7,935.0,32952.0,3281.0,120.78,36.0
4515384,2025-04-12 00:00:00,C,62.08,56.6,0.0,0.0,10.5,1.7,632.0,32693.0,3418.0,118.68,37.0
4515385,2025-04-12 00:00:00,C,70.81,47.0,0.0,0.0,9.3,1.8,633.0,30150.0,3174.0,117.81,34.0
4515386,2025-04-12 00:00:00,C,63.5,52.7,0.0,0.0,10.5,2.0,546.0,32073.0,3570.0,116.2,37.0
4515387,2025-04-12 00:00:00,C,54.83,40.3,0.0,17.5,10.0,1.4,520.0,30734.0,3460.0,112.63,37.0
4515388,2025-04-12 00:00:00,A,62.86,58.2,0.0,0.0,11.7,1.3,353.0,32909.0,3495.0,121.06,36.0
4515389,2025-04-12 00:00:00,A,62.67,57.3,0.0,0.0,9.8,1.3,609.0,32655.0,3535.0,119.97,38.0
4515390,2025-04-12 00:00:00,A,65.77,55.5,0.0,0.0,11.1,1.3,669.0,34494.0,3869.0,121.27,39.0
4515391,2025-04-12 00:00:00,A,59.48,39.1,0.0,21.71,9.5,1.0,238.0,32784.0,3276.0,120.29,40.0
4515392,2025-04-12 00:00:00,A,54.08,30.2,0.0,24.25,9.8,1.0,592.0,31186.0,3672.0,108.53,41.0
4515393,2025-04-12 00:00:00,A,55.4,38.4,0.0,14.86,9.2,1.3,675.0,31386.0,3128.0,108.66,40.0
4515394,2025-04-12 00:00:00,A,52.99,40.0,0.0,14.25,9.1,1.0,375.0,31195.0,3054.0,107.24,37.0
4515395,2025-04-12 00:00:00,A,54.25,53.9,0.0,0.0,11.1,1.1,511.0,32712.0,3338.0,108.15,43.0
4515396,2025-04-12 00:00:00,A,61.2,60.6,0.0,0.0,12.0,1.4,464.0,33175.0,3780.0,121.8,50.0
4515397,2025-04-12 00:00:00,A,60.37,49.5,0.0,0.0,10.4,1.4,494.0,31790.0,3549.0,109.87,36.0
4515398,2025-04-12 00:00:00,A,63.77,32.8,0.0,25.63,7.8,1.1,490.0,34020.0,3133.0,122.2,40.0
4515399,2025-04-12 00:00:00,A,67.0,55.8,0.0,0.0,12.5,1.5,647.0,34332.0,3818.0,122.8,42.0
4515400,2025-04-12 00:00:00,B,72.97,45.0,0.0,11.48,13.2,2.6,644.0,37843.0,4030.0,129.45,53.0
4515401,2025-04-12 00:00:00,B,70.22,58.0,0.0,0.0,11.7,2.2,575.0,32758.0,3180.0,128.22,47.0
4515402,2025-04-12 00:00:00,B,67.89,45.2,0.0,16.29,11.3,1.4,601.0,37655.0,3596.0,129.38,44.0
4515403,2025-04-12 00:00:00,B,65.54,56.2,0.0,0.0,11.3,2.5,499.0,35204.0,3460.0,121.74,45.0
4515404,2025-04-12 00:00:00,B,66.85,32.5,0.0,27.04,7.8,1.6,547.0,34222.0,3241.0,126.39,40.0
4515405,2025-04-12 00:00:00,B,66.8,58.1,0.0,0.0,10.9,1.3,545.0,32618.0,3263.0,124.9,35.0
4515406,2025-04-12 00:00:00,B,55.49,52.3,0.0,0.0,9.9,1.2,454.0,32391.0,2819.0,107.79,33.0
4515407,2025-04-12 00:00:00,B,57.29,38.5,0.0,20.6,8.5,1.8,589.0,32152.0,3067.0,116.39,37.0
4515408,2025-04-12 00:00:00,B,73.94,59.9,0.0,0.0,11.1,1.5,582.0,36831.0,3375.0,133.84,40.0
4515409,2025-04-12 00:00:00,B,56.0,50.6,0.0,0.0,9.7,1.2,861.0,29391.0,2977.0,106.6,31.0
4515410,2025-04-12 00:00:00,B,80.0,52.0,0.0,0.0,10.1,1.2,325.0,30691.0,3086.0,132.0,35.0
4515411,2025-04-12 00:00:00,B,69.04,59.5,0.0,0.0,11.5,1.6,713.0,32715.0,3496.0,128.54000000000002,36.0
4515412,2025-04-12 00:00:00,B,67.68,60.5,0.0,0.0,11.9,2.0,975.0,35288.0,3965.0,128.18,41.0
4515413,2025-04-13 00:00:00,C,67.17,27.1,0.0,20.32,8.7,0.9,468.0,31227.0,3414.0,114.59,41.0
4515414,2025-04-13 00:00:00,C,78.55,51.3,0.0,18.2,13.1,1.3,1150.0,39826.0,4150.0,148.05,81.0
4515415,2025-04-13 00:00:00,C,62.89,62.3,0.0,0.0,10.6,2.0,745.0,32542.0,3408.0,125.19,40.0
4515416,2025-04-13 00:00:00,C,66.91,64.4,0.0,0.0,10.5,2.1,890.0,32367.0,3760.0,131.31,38.0
4515417,2025-04-13 00:00:00,C,55.99,63.1,0.0,0.0,11.0,2.2,987.0,33237.0,3600.0,119.09,38.0
4515418,2025-04-13 00:00:00,C,67.31,59.5,0.0,0.0,9.0,2.0,881.0,31381.0,3574.0,126.81,36.0
4515419,2025-04-13 00:00:00,C,65.66,50.7,0.0,21.83,12.3,1.7,855.0,40053.0,4362.0,138.19,47.0
4515420,2025-04-13 00:00:00,C,59.01,60.4,0.0,0.0,10.0,1.6,916.0,29965.0,3334.0,119.41,37.0
4515421,2025-04-13 00:00:00,C,64.96000000000001,57.8,0.0,0.0,9.9,2.2,601.0,31643.0,3567.0,122.76,36.0
4515422,2025-04-13 00:00:00,C,56.49,48.3,0.0,19.94,10.2,2.0,845.0,36592.0,3909.0,124.73,42.0
4515423,2025-04-13 00:00:00,A,63.18,60.0,0.0,0.0,10.2,1.9,455.0,30324.0,3389.0,123.18,37.0
4515424,2025-04-13 00:00:00,A,62.74,52.9,0.0,0.0,8.9,1.9,434.0,26137.0,3239.0,115.64,33.0
4515425,2025-04-13 00:00:00,A,58.42,55.5,0.0,0.0,9.5,1.9,557.0,27763.0,3208.0,113.92,34.0
4515426,2025-04-13 00:00:00,A,66.32,59.5,0.0,0.0,9.8,2.2,365.0,32386.0,3625.0,125.82,71.0
4515427,2025-04-13 00:00:00,A,62.04,54.3,0.0,0.0,9.6,1.8,939.0,30549.0,3463.0,116.34,42.0
4515428,2025-04-13 00:00:00,A,65.28,58.1,0.0,0.0,11.2,1.9,470.0,32200.0,3822.0,123.38,39.0
4515429,2025-04-13 00:00:00,A,54.72,58.1,0.0,19.33,11.3,2.0,998.0,31734.0,3878.0,132.15,41.0
4515430,2025-04-13 00:00:00,A,61.49,50.6,0.0,0.0,9.7,1.8,490.0,28044.0,3174.0,112.09,34.0
4515431,2025-04-13 00:00:00,A,43.05,29.9,0.0,23.46,8.6,1.7,743.0,28018.0,3314.0,96.41,37.0
4515432,2025-04-13 00:00:00,A,57.81,53.3,0.0,0.0,11.5,2.1,563.0,29898.0,3581.0,111.11,43.0
4515433,2025-04-13 00:00:00,A,66.57,56.9,0.0,0.0,10.3,2.2,354.0,31239.0,3523.0,123.47,38.0
4515434,2025-04-13 00:00:00,A,58.79,41.8,0.0,21.26,10.5,2.1,607.0,33093.0,3570.0,121.85,42.0
4515435,2025-04-13 00:00:00,B,66.0,52.7,0.0,21.89,10.5,2.1,722.0,39144.0,3760.0,140.59,63.0
4515436,2025-04-13 00:00:00,B,60.18,62.6,0.0,0.0,9.3,2.2,760.0,31361.0,3879.0,122.78,37.0
4515437,2025-04-13 00:00:00,B,55.69,65.1,0.0,0.0,10.2,1.7,495.0,32275.0,3456.0,120.79,36.0
4515438,2025-04-13 00:00:00,B,55.92,62.1,0.0,0.0,10.1,2.0,607.0,31519.0,3620.0,118.02,38.0
4515439,2025-04-13 00:00:00,B,63.18,60.1,0.0,0.0,9.0,2.2,483.0,31027.0,3214.0,123.28,47.0
