Heat Number,Date,Shift,HM,DRI,HBI,Bucket,LIME,DOLO,CPC,POWER,OXY,T C,TTT
4520539,2025-09-16 00:00:00,B,64.15,32.3,0.0,20.77,11.0,0.0,595.0,30708.0,3441.0,117.22,50.0
4520541,2025-09-17 00:00:00,C,62.46,41.1,0.0,22.98,10.4,0.9,763.0,36590.0,4120.0,126.54,1422.0
4520542,2025-09-17 00:00:00,C,70.58,42.7,0.0,15.1,10.4,1.3,744.0,30560.0,3624.0,128.38,59.0
4520543,2025-09-17 00:00:00,C,62.24,40.2,0.0,18.29,9.7,1.5,255.0,32892.0,3633.0,120.73,83.0
4520544,2025-09-17 00:00:00,C,62.4,36.5,0.0,20.7,9.9,0.8,496.0,32164.0,3564.0,119.6,66.0
4520545,2025-09-17 00:00:00,C,63.64,34.6,0.0,21.76,10.5,0.7,471.0,33424.0,3232.0,120.0,51.0
4520546,2025-09-17 00:00:00,C,55.28,28.1,0.0,22.98,9.8,0.6,531.0,31392.0,3254.0,106.36,53.0
4520547,2025-09-17 00:00:00,C,59.48,39.6,0.0,20.55,10.8,0.8,217.0,33872.0,3748.0,119.63,66.0
4520548,2025-09-17 00:00:00,A,71.27,35.0,0.0,20.05,11.5,0.2,446.0,36635.0,3407.0,126.32,138.0
4520549,2025-09-17 00:00:00,A,75.0,26.7,0.0,23.92,11.5,0.0,996.0,31063.0,4292.0,125.62,55.0
4520550,2025-09-17 00:00:00,A,44.0,51.7,0.0,13.5,12.5,0.0,335.0,34104.0,3344.0,109.2,48.0
4520551,2025-09-17 00:00:00,A,58.17,45.0,0.0,17.23,12.5,0.0,643.0,35038.0,3946.0,120.4,62.0
4520552,2025-09-17 00:00:00,A,55.49,46.1,0.0,16.1,8.6,0.0,580.0,34408.0,3361.0,117.69,43.0
4520553,2025-09-17 00:00:00,A,58.0,62.1,0.0,0.0,9.4,0.5,489.0,35025.0,3723.0,120.1,40.0
4520554,2025-09-17 00:00:00,A,58.0,43.1,0.0,18.91,12.5,0.8,488.0,34005.0,3622.0,120.01,42.0
4520555,2025-09-17 00:00:00,A,60.0,63.1,0.0,0.0,10.3,1.0,416.0,32469.0,3208.0,123.1,38.0
4520556,2025-09-17 00:00:00,B,59.99,43.0,7.1,0.0,10.1,0.0,1430.0,40277.0,4404.0,110.09,119.0
4520557,2025-09-17 00:00:00,B,65.84,64.3,0.0,0.0,10.0,1.5,595.0,34481.0,3446.0,130.14,43.0
4520558,2025-09-17 00:00:00,B,69.6,57.5,0.0,0.0,9.5,1.3,729.0,32823.0,3553.0,127.1,37.0
4520559,2025-09-17 00:00:00,B,57.83,61.5,0.0,0.0,9.3,1.2,589.0,30731.0,3397.0,119.33,36.0
4520560,2025-09-17 00:00:00,B,59.93,37.7,0.0,20.49,8.6,1.2,667.0,35908.0,3607.0,118.12,42.0
4520561,2025-09-17 00:00:00,B,58.23,62.9,0.0,0.0,9.8,1.3,482.0,34195.0,3396.0,121.13,37.0
4520562,2025-09-17 00:00:00,B,59.37,31.4,0.0,22.92,8.7,0.4,811.0,34182.0,3416.0,113.69,42.0
4520563,2025-09-17 00:00:00,B,64.27,62.1,0.0,0.0,10.0,1.4,561.0,32998.0,3434.0,126.37,38.0
4520564,2025-09-17 00:00:00,B,59.68,34.5,0.0,20.82,7.4,1.1,748.0,37570.0,3447.0,115.0,43.0
4520565,2025-09-17 00:00:00,B,53.97,47.1,0.0,14.4,8.8,1.1,559.0,33524.0,3314.0,115.47,45.0
4520566,2025-09-17 00:00:00,B,60.33,36.1,0.0,27.4,9.6,1.0,757.0,34174.0,3484.0,123.82999999999998,45.0
4520567,2025-09-18 00:00:00,C,61.12,60.0,0.0,0.0,9.2,1.2,307.0,33958.0,3476.0,121.12,49.0
4520568,2025-09-18 00:00:00,C,58.33,60.0,0.0,0.0,9.2,1.3,500.0,32278.0,3048.0,118.33,38.0
4520569,2025-09-18 00:00:00,C,67.92,63.2,0.0,0.0,10.2,1.6,165.0,35648.0,3639.0,131.12,43.0
4520570,2025-09-18 00:00:00,C,64.99,60.3,0.0,0.0,9.5,1.0,239.0,31636.0,3180.0,125.29,36.0
4520571,2025-09-18 00:00:00,C,60.16,48.4,0.0,16.85,11.1,1.0,331.0,37058.0,3706.0,125.41,51.0
4520572,2025-09-18 00:00:00,C,59.4,59.6,0.0,0.0,11.4,1.6,513.0,32040.0,3151.0,119.0,38.0
4520573,2025-09-18 00:00:00,C,60.19,55.5,0.0,0.0,11.3,0.9,357.0,29921.0,3001.0,115.69,37.0
4520574,2025-09-18 00:00:00,C,60.14,60.2,0.0,0.0,11.3,1.2,587.0,32485.0,3315.0,120.34,34.0
4520575,2025-09-18 00:00:00,C,61.17,58.9,0.0,0.0,10.9,1.1,217.0,33667.0,3432.0,120.07,36.0
4520576,2025-09-18 00:00:00,C,58.81,56.9,0.0,0.0,10.4,1.4,429.0,27107.0,3291.0,115.71,34.0
4520577,2025-09-18 00:00:00,C,59.66,55.8,0.0,0.0,10.6,1.6,344.0,29183.0,3329.0,115.46,34.0
4520578,2025-09-18 00:00:00,C,63.76,41.5,0.0,19.55,8.0,0.8,139.0,35305.0,3331.0,124.81,45.0
4520579,2025-09-18 00:00:00,A,56.68,65.1,0.0,0.0,11.2,1.3,807.0,35241.0,3707.0,121.78,50.0
4520580,2025-09-18 00:00:00,A,57.81,47.9,0.0,16.34,11.0,0.8,428.0,35748.0,3607.0,122.05,41.0
4520581,2025-09-18 00:00:00,A,58.89,63.6,0.0,0.0,10.8,1.3,538.0,34738.0,3554.0,122.49,37.0
4520582,2025-09-18 00:00:00,A,48.82,40.9,8.5,17.95,10.5,1.0,526.0,40003.0,3613.0,116.17,44.0
4520583,2025-09-18 00:00:00,A,71.73,60.1,0.0,0.0,12.0,0.7,532.0,35449.0,3488.0,131.83,43.0
4520584,2025-09-18 00:00:00,A,69.02,46.9,0.0,0.0,10.9,1.3,666.0,34568.0,3554.0,115.92,37.0
4520585,2025-09-18 00:00:00,A,60.15,38.3,0.0,33.53,11.3,0.7,341.0,40875.0,3550.0,131.98000000000002,46.0
4520586,2025-09-18 00:00:00,A,57.7,29.6,0.0,30.16,8.1,0.0,796.0,38621.0,3717.0,117.46,1056.4
4520587,2025-09-18 00:00:00,A,64.55,56.0,5.1,0.0,11.4,0.2,734.0,36221.0,3334.0,125.65,479.6
4520588,2025-09-18 00:00:00,A,57.53,30.1,0.0,31.49,8.0,0.0,1006.0,40953.0,3199.0,119.12,48.0
4520589,2025-09-18 00:00:00,A,45.65,31.8,7.6,26.57,10.1,0.0,542.0,39348.0,3008.0,111.62,46.0
4520590,2025-09-18 00:00:00,B,60.32,55.3,2.1,17.28,11.3,0.9,656.0,43282.0,4019.0,134.99999999999997,49.0
4520591,2025-09-18 00:00:00,B,60.07,42.1,0.0,18.33,8.7,0.4,425.0,34325.0,3420.0,120.5,39.0
4520592,2025-09-18 00:00:00,B,51.63,63.0,2.1,0.0,9.7,0.0,679.0,35828.0,2858.0,116.73,5.0
4520593,2025-09-18 00:00:00,B,55.09,52.1,15.1,0.0,10.2,0.0,481.0,41958.0,3214.0,122.29,102.0
4520594,2025-09-18 00:00:00,B,51.83,52.2,15.1,0.0,8.2,0.0,725.0,38592.0,2688.0,119.13,40.0
4520595,2025-09-18 00:00:00,B,66.52,73.7,0.0,0.0,9.7,0.0,1073.0,38949.0,3438.0,140.22,51.0
4520596,2025-09-18 00:00:00,B,59.43,63.1,0.0,0.0,11.1,0.0,965.0,34799.0,3428.0,122.53,44.0
4520597,2025-09-18 00:00:00,B,52.0,63.7,5.0,0.0,11.6,0.8,692.0,33660.0,3544.0,120.7,36.0
4520598,2025-09-18 00:00:00,B,49.18,33.4,7.5,25.08,8.7,0.0,853.0,38290.0,3133.0,115.16,42.0
4520599,2025-09-18 00:00:00,B,58.0,63.6,0.0,0.0,12.4,0.1,824.0,33542.0,4224.0,121.6,42.0
4520600,2025-09-18 00:00:00,B,57.62,39.9,0.0,24.36,11.5,1.2,1111.0,36820.0,4001.0,121.88,44.0
4520601,2025-09-19 00:00:00,C,60.38,63.6,0.0,0.0,12.5,1.6,545.0,33349.0,3750.0,123.98,38.0
4520602,2025-09-19 00:00:00,C,60.41,41.7,0.0,19.05,10.2,1.0,912.0,34598.0,3821.0,121.16,44.0
4520603,2025-09-19 00:00:00,C,59.27,62.5,0.0,0.0,11.9,1.0,191.0,33645.0,3861.0,121.77,64.0
4520604,2025-09-19 00:00:00,C,63.26,57.6,0.0,0.0,11.06,0.8,596.0,32284.0,3702.0,120.86,38.0
4520605,2025-09-19 00:00:00,C,57.42,58.6,0.0,0.0,12.6,1.1,473.0,33792.0,3851.0,116.02,38.0
4520606,2025-09-19 00:00:00,C,50.92,45.3,0.0,24.58,10.7,0.8,694.0,36297.0,3509.0,120.8,42.0
4520607,2025-09-19 00:00:00,C,58.59,42.8,0.0,22.15,9.3,0.9,815.0,33175.0,3503.0,123.54,40.0
4520608,2025-09-19 00:00:00,C,51.51,55.5,0.0,23.2,9.1,0.8,733.0,32990.0,3321.0,130.20999999999998,41.0
4520609,2025-09-19 00:00:00,C,54.02,56.3,0.0,0.0,10.5,0.9,582.0,31203.0,3466.0,110.32,37.0
4520610,2025-09-19 00:00:00,C,57.11,57.2,0.0,0.0,9.8,0.8,665.0,31312.0,3449.0,114.31,37.0
4520611,2025-09-19 00:00:00,C,54.55,63.0,0.0,0.0,13.0,1.4,713.0,35504.0,3990.0,117.55,39.0
4520612,2025-09-19 00:00:00,A,58.95,38.8,0.0,21.98,10.7,1.3,1098.0,37449.0,3751.0,119.73,43.0
4520613,2025-09-19 00:00:00,A,54.7,56.0,5.1,0.0,10.5,1.5,821.0,37029.0,3108.0,115.8,39.0
4520614,2025-09-19 00:00:00,A,57.68,43.1,0.0,21.87,9.1,1.5,894.0,38981.0,3571.0,122.65,43.0
4520615,2025-09-19 00:00:00,A,56.14,48.3,17.6,0.0,9.1,1.2,923.0,38093.0,3449.0,122.04,49.0
4520616,2025-09-19 00:00:00,A,50.12,28.6,2.7,38.78,6.3,0.8,1008.0,39210.0,3179.0,120.2,43.0
4520617,2025-09-19 00:00:00,A,57.7,41.6,3.0,22.4,7.9,1.3,1021.0,38998.0,3362.0,124.7,44.0
4520618,2025-09-19 00:00:00,A,58.37,46.9,0.0,20.0,9.5,1.0,614.0,36307.0,3402.0,125.27,40.0
4520619,2025-09-19 00:00:00,A,56.9,62.3,0.0,0.0,10.2,1.7,389.0,30881.0,3199.0,119.2,42.0
4520620,2025-09-19 00:00:00,A,57.15,64.9,0.0,0.0,8.8,1.3,462.0,31368.0,3608.0,122.05,35.0
4520621,2025-09-19 00:00:00,A,60.21,61.5,0.0,0.0,12.9,1.2,489.0,33571.0,3433.0,121.71,35.0
4520622,2025-09-19 00:00:00,A,52.16,53.1,5.1,0.0,10.8,1.1,840.0,30491.0,3049.0,110.36,31.0
4520623,2025-09-19 00:00:00,A,58.87,57.2,3.1,0.0,12.2,1.2,482.0,34485.0,3648.0,119.17,38.0
4520624,2025-09-19 00:00:00,B,64.64,44.6,2.0,18.89,11.4,0.7,543.0,35884.0,3805.0,130.13,45.0
4520625,2025-09-19 00:00:00,B,48.92,35.1,10.1,20.43,10.8,0.7,821.0,35478.0,2924.0,114.54999999999998,45.0
4520626,2025-09-19 00:00:00,B,60.52,38.2,4.1,18.0,10.4,0.8,446.0,34641.0,3470.0,120.82,45.0
4520627,2025-09-19 00:00:00,B,59.93,61.1,0.0,0.0,12.3,1.6,560.0,34647.0,3656.0,121.03,45.0
4520635,2025-09-20 00:00:00,C,54.42,41.5,0.0,24.28,10.8,1.5,292.0,34623.0,3361.0,120.2,40.0
4520636,2025-09-20 00:00:00,C,59.02,61.1,0.0,0.0,2.5,1.5,247.0,33404.0,3725.0,120.12,34.0
4520637,2025-09-20 00:00:00,C,57.82,60.0,0.0,0.0,12.3,1.5,361.0,31862.0,3662.0,117.82,41.0
4520638,2025-09-20 00:00:00,C,57.96,61.5,0.0,0.0,12.7,1.6,311.0,33364.0,3770.0,119.46,37.0
4520639,2025-09-20 00:00:00,C,59.0,59.1,0.0,0.0,12.2,1.3,283.0,34068.0,3754.0,118.1,38.0
4520640,2025-09-20 00:00:00,C,56.66,60.7,0.0,0.0,10.7,1.3,453.0,30817.0,3257.0,117.36,34.0
4520641,2025-09-20 00:00:00,C,58.82,54.5,0.0,0.0,9.8,1.7,256.0,30294.0,3280.0,113.32,34.0
4520642,2025-09-20 00:00:00,C,58.28,60.0,0.0,0.0,10.2,1.0,310.0,33314.0,3696.0,118.28,41.0
4520643,2025-09-20 00:00:00,C,62.46,57.2,0.0,0.0,9.8,1.2,458.0,29992.0,3298.0,119.66,43.0
4520644,2025-09-20 00:00:00,C,63.31,61.6,0.0,0.0,10.7,0.8,637.0,33496.0,3691.0,124.91,36.0
4520645,2025-09-20 00:00:00,C,57.83,53.3,0.0,0.0,11.3,1.3,639.0,31595.0,3490.0,111.13,39.0
4520646,2025-09-20 00:00:00,C,58.42,56.0,0.0,0.0,11.7,1.0,600.0,29960.0,3558.0,114.42,33.0
4520647,2025-09-20 00:00:00,C,60.53,62.4,0.0,0.0,12.7,1.3,643.0,33305.0,3819.0,122.93,38.0
4520648,2025-09-20 00:00:00,A,58.0,37.2,0.0,25.52,8.0,1.2,1080.0,36759.0,3590.0,120.72,41.0
4520649,2025-09-20 00:00:00,A,56.02,36.3,0.0,22.2,8.0,1.2,1030.0,39743.0,3780.0,114.52,47.0
4520651,2025-09-20 00:00:00,A,57.46,43.7,2.7,37.12,9.0,1.0,560.0,52375.0,3674.0,140.98,94.0
4520652,2025-09-20 00:00:00,A,45.66,45.6,15.1,18.89,10.1,1.0,684.0,44717.0,2973.0,125.25,50.0
4520653,2025-09-20 00:00:00,A,45.65,36.0,15.1,26.4,10.3,1.3,901.0,42676.0,2861.0,123.15,43.0
4520654,2025-09-20 00:00:00,A,55.26,47.6,0.0,27.23,8.8,1.4,349.0,41076.0,4211.0,130.09,57.0
4520655,2025-09-20 00:00:00,A,53.48,46.1,0.0,23.25,8.3,1.2,1431.0,38039.0,4250.0,122.82999999999998,47.0
4520666,2025-09-20 00:00:00,B,60.1,40.4,0.0,22.42,11.9,1.3,963.0,34653.0,4294.0,122.92000000000002,1340.0
4520667,2025-09-21 00:00:00,C,54.38,47.3,0.0,0.0,10.2,1.4,791.0,27714.0,3075.0,101.68,35.0
4520668,2025-09-21 00:00:00,C,49.7,47.6,0.0,0.0,10.8,1.6,977.0,26351.0,3088.0,97.3,42.0
4520669,2025-09-21 00:00:00,C,61.92,53.2,7.1,0.0,11.6,1.0,626.0,36612.0,3389.0,122.22,49.0
4520670,2025-09-21 00:00:00,C,60.16,47.1,0.0,18.39,11.3,1.0,423.0,36844.0,3626.0,125.65,50.0
4520671,2025-09-21 00:00:00,C,59.32,55.2,0.0,0.0,10.8,1.1,584.0,30961.0,3123.0,114.52,41.0
4520672,2025-09-21 00:00:00,C,62.72,35.1,0.0,24.16,11.0,0.5,878.0,38423.0,4433.0,121.98,57.0
4520673,2025-09-21 00:00:00,C,71.64,66.9,0.0,0.0,16.2,2.0,1410.0,36119.0,5238.0,138.54000000000002,60.0
4520674,2025-09-21 00:00:00,C,62.41,42.7,0.0,25.3,11.9,1.5,777.0,34361.0,4045.0,130.41,45.0
4520675,2025-09-21 00:00:00,C,53.58,51.7,0.0,21.31,14.1,1.7,759.0,38404.0,4443.0,126.59,56.0
4520676,2025-09-21 00:00:00,C,47.1,47.1,0.0,23.31,12.4,1.9,664.0,35907.0,3868.0,117.51,50.0
4520677,2025-09-21 00:00:00,A,64.35,60.7,0.0,0.0,13.0,1.4,825.0,34027.0,3950.0,125.05,49.0
4520678,2025-09-21 00:00:00,A,52.92,48.1,0.0,20.32,13.0,1.5,788.0,30552.0,4380.0,121.34,46.0
4520679,2025-09-21 00:00:00,A,55.0,47.2,0.0,22.48,12.5,1.1,720.0,30607.0,3678.0,124.68,41.0
4520680,2025-09-21 00:00:00,A,60.25,68.2,0.0,0.0,12.5,1.4,658.0,34663.0,3922.0,128.45,44.0
4520681,2025-09-21 00:00:00,A,60.35,67.3,0.0,0.0,12.9,1.3,475.0,31086.0,3636.0,127.65,35.0
4520682,2025-09-21 00:00:00,A,52.84,68.9,0.0,0.0,12.9,1.2,626.0,34613.0,3866.0,121.74,38.0
4520683,2025-09-21 00:00:00,A,54.31,60.1,0.0,0.0,11.5,1.2,672.0,29568.0,3949.0,114.41,36.0
4520684,2025-09-21 00:00:00,A,52.38,37.3,0.0,28.34,9.5,0.9,703.0,33588.0,3643.0,118.02,37.0
4520685,2025-09-21 00:00:00,A,56.81,36.1,0.0,22.42,10.4,0.9,1043.0,31633.0,3984.0,115.33,44.0
4520686,2025-09-21 00:00:00,A,52.81,40.1,0.0,19.77,10.5,0.9,879.0,29982.0,3325.0,112.68,37.0
4520687,2025-09-21 00:00:00,A,55.0,60.1,0.0,0.0,12.5,1.8,576.0,30830.0,3632.0,115.1,30.0
4520701,2025-09-21 00:00:00,B,58.23,66.0,0.0,0.0,12.2,1.6,890.0,33474.0,3936.0,124.23,1390.0
4520702,2025-09-22 00:00:00,C,55.39,39.8,1.4,21.1,9.6,0.7,423.0,30670.0,3658.0,117.69,37.0
4520703,2025-09-22 00:00:00,C,50.8,54.7,14.7,0.0,11.6,0.9,848.0,35036.0,3826.0,120.2,42.0
4520704,2025-09-22 00:00:00,C,57.66,49.3,12.7,0.0,11.1,0.9,358.0,32613.0,3754.0,119.66,38.0
4520705,2025-09-22 00:00:00,C,59.75,35.2,10.0,20.62,8.8,1.2,108.0,36899.0,3669.0,125.57,43.0
4520706,2025-09-22 00:00:00,C,54.62,50.0,0.0,18.0,10.1,1.1,834.0,33388.0,3704.0,122.62,40.0
4520707,2025-09-22 00:00:00,C,58.73,57.8,5.3,0.0,10.7,1.3,396.0,30573.0,3499.0,121.83,46.0
4520708,2025-09-22 00:00:00,C,62.62,57.1,11.0,0.0,9.1,1.5,810.0,34849.0,3851.0,130.72,40.0
4520709,2025-09-22 00:00:00,C,55.64,29.6,13.5,22.37,9.4,1.2,286.0,35776.0,3394.0,121.11,42.0
4520710,2025-09-22 00:00:00,C,51.33,45.2,12.3,12.3,10.9,1.2,395.0,30756.0,3459.0,121.13,39.0
4520711,2025-09-22 00:00:00,C,59.48,25.1,9.1,22.3,10.0,1.1,273.0,28291.0,3216.0,115.98,36.0
4520712,2025-09-22 00:00:00,C,63.01,59.9,8.2,0.0,12.2,1.4,279.0,34472.0,3710.0,131.11,40.0
4520713,2025-09-22 00:00:00,A,63.72,58.9,6.2,0.0,11.4,1.2,573.0,32944.0,3642.0,128.82,36.0
4520714,2025-09-22 00:00:00,A,57.41,51.3,1.0,16.4,11.8,1.3,266.0,34326.0,3881.0,126.11,39.0
4520715,2025-09-22 00:00:00,A,55.5,40.5,5.1,21.32,11.5,1.2,523.0,35730.0,3530.0,122.42,42.0
4520716,2025-09-22 00:00:00,A,62.01,67.7,0.0,0.0,12.1,1.4,593.0,34642.0,4160.0,129.71,47.0
4520717,2025-09-22 00:00:00,A,53.17,63.0,0.0,0.0,12.8,1.3,731.0,32498.0,3643.0,116.17,38.0
4520718,2025-09-22 00:00:00,A,55.81,44.5,0.0,19.22,9.2,1.2,733.0,33103.0,3755.0,119.53,39.0
4520719,2025-09-22 00:00:00,A,48.71,35.9,9.4,20.99,10.5,1.1,932.0,36110.0,3825.0,115.0,44.0
4520720,2025-09-22 00:00:00,A,58.29,46.0,0.0,17.56,12.5,1.2,901.0,35520.0,3728.0,121.85,42.0
4520721,2025-09-22 00:00:00,A,55.41,63.1,0.0,0.0,12.3,1.1,512.0,32306.0,3690.0,118.51,34.0
4520722,2025-09-22 00:00:00,A,49.62,31.2,0.0,32.92,8.5,0.3,637.0,31026.0,3142.0,113.74,36.0
4520723,2025-09-22 00:00:00,A,55.0,60.0,0.0,0.0,11.5,1.2,625.0,33051.0,3821.0,115.0,35.0
4520736,2025-09-23 00:00:00,C,56.66,44.1,0.0,22.03,11.4,1.1,669.0,36776.0,3713.0,122.79,1417.0
4520737,2025-09-23 00:00:00,C,55.38,63.2,0.0,0.0,14.1,1.4,909.0,35644.0,3706.0,118.58,42.0
4520738,2025-09-23 00:00:00,C,57.45,45.1,0.0,18.45,8.1,0.9,962.0,36407.0,3778.0,121.0,44.0
4520739,2025-09-23 00:00:00,C,60.3,59.0,0.0,0.0,8.3,0.8,1360.0,32190.0,3925.0,119.3,42.0
4520740,2025-09-23 00:00:00,C,57.78,60.2,0.0,0.0,10.0,0.7,1050.0,31025.0,3627.0,117.98,37.0
4520741,2025-09-23 00:00:00,C,57.38,60.1,0.0,0.0,10.5,0.4,1322.0,34498.0,3995.0,117.48,42.0
4520742,2025-09-23 00:00:00,C,59.86,39.0,0.0,22.41,10.5,1.0,1162.0,35647.0,3904.0,121.27,47.0
4520743,2025-09-23 00:00:00,C,55.37,65.0,0.0,0.0,13.7,1.6,899.0,33706.0,3757.0,120.37,48.0
4520744,2025-09-23 00:00:00,C,58.05,64.3,0.0,0.0,11.5,1.3,340.0,31108.0,3309.0,122.35,33.0
4520745,2025-09-23 00:00:00,C,54.92,61.1,0.0,0.0,11.2,1.1,477.0,33142.0,3725.0,116.02,38.0
4520746,2025-09-23 00:00:00,C,56.92,65.2,0.0,0.0,11.1,1.3,685.0,33021.0,3650.0,122.12,39.0
4520747,2025-09-23 00:00:00,A,64.81,65.4,3.1,0.0,11.3,1.3,795.0,34565.0,3838.0,133.31,39.0
4520748,2025-09-23 00:00:00,A,63.58,54.3,10.0,0.0,10.5,1.3,779.0,33623.0,3280.0,127.88,36.0
4520749,2025-09-23 00:00:00,A,57.72,40.6,0.0,25.78,8.5,1.4,1256.0,36708.0,3631.0,124.1,42.0
4520750,2025-09-23 00:00:00,A,59.01,34.2,0.0,22.92,7.9,1.8,982.0,29501.0,3580.0,116.13,39.0
4520751,2025-09-23 00:00:00,A,65.47999999999999,60.9,0.0,0.0,8.3,0.9,758.0,34926.0,3691.0,126.38,38.0
4520752,2025-09-23 00:00:00,A,68.13,59.6,0.0,0.0,9.8,1.7,974.0,34595.0,3771.0,127.73,40.0
4520753,2025-09-23 00:00:00,A,58.04,42.7,0.0,21.43,9.9,1.5,944.0,34055.0,3513.0,122.17,40.0
4520754,2025-09-23 00:00:00,A,60.32,40.1,0.0,22.98,9.0,1.6,818.0,34998.0,3605.0,123.4,42.0
4520755,2025-09-23 00:00:00,A,47.29,38.5,0.0,25.19,9.0,1.6,699.0,33535.0,3010.0,110.98,39.0
4520757,2025-09-23 00:00:00,A,57.3,55.9,0.0,0.0,13.5,1.6,594.0,29668.0,3681.0,113.2,45.0
4520758,2025-09-23 00:00:00,A,60.98,59.6,0.0,0.0,12.5,1.8,678.0,36899.0,3784.0,120.58,39.0
4520759,2025-09-23 00:00:00,B,58.99,65.7,0.0,0.0,12.5,0.8,1317.0,35278.0,4150.0,124.69,45.0
4520760,2025-09-23 00:00:00,B,69.82,57.9,0.0,0.0,11.6,1.9,980.0,34230.0,4096.0,127.72,41.0
4520761,2025-09-23 00:00:00,B,56.93,38.2,0.0,24.03,11.2,1.6,533.0,32499.0,3646.0,119.16,41.0
4520762,2025-09-23 00:00:00,B,53.0,51.4,0.0,0.0,11.9,1.8,477.0,30757.0,3606.0,104.4,51.0
4520763,2025-09-23 00:00:00,B,58.28,46.1,0.0,20.21,12.3,1.1,851.0,35902.0,3526.0,124.59,7.0
4520764,2025-09-23 00:00:00,B,57.13,41.1,0.0,20.1,9.8,1.1,153.0,33175.0,3616.0,118.33,81.0
4520765,2025-09-23 00:00:00,B,54.31,54.9,0.0,0.0,10.1,1.1,379.0,31507.0,2930.0,109.21,44.0
4520766,2025-09-23 00:00:00,B,68.92,60.1,0.0,0.0,11.7,2.0,563.0,34101.0,3462.0,129.02,37.0
4520767,2025-09-23 00:00:00,B,58.32,50.1,0.0,0.0,10.3,0.3,352.0,27137.0,3068.0,108.42,32.0
4520768,2025-09-23 00:00:00,B,62.12,51.1,0.0,0.0,12.1,1.2,327.0,31082.0,3052.0,113.22,34.0
4520770,2025-09-23 00:00:00,B,67.0,54.9,0.0,0.0,11.3,1.3,744.0,35808.0,3942.0,121.9,38.0
4520771,2025-09-24 00:00:00,C,56.78,61.8,0.0,0.0,12.1,1.0,740.0,34099.0,3705.0,118.58,39.0
4520772,2025-09-24 00:00:00,C,56.06,39.7,0.0,22.92,8.8,0.5,952.0,36080.0,3876.0,118.68,43.0
4520773,2025-09-24 00:00:00,C,59.7,39.1,0.0,21.83,7.8,0.1,1210.0,35809.0,4160.0,120.63,51.0
4520774,2025-09-24 00:00:00,C,57.89,54.1,0.0,0.0,10.8,0.2,915.0,28725.0,3452.0,111.99,34.0
4520775,2025-09-24 00:00:00,C,66.13,57.4,0.0,0.0,12.0,0.0,1043.0,32332.0,4082.0,123.53,40.0
4520776,2025-09-24 00:00:00,C,62.44,55.0,0.0,0.0,12.6,0.0,559.0,33372.0,3881.0,117.44,50.0
4520777,2025-09-24 00:00:00,C,56.22,38.2,0.0,21.71,9.0,0.0,601.0,30321.0,3368.0,116.13,35.0
4520778,2025-09-24 00:00:00,C,59.61,38.1,0.0,20.61,9.8,0.0,407.0,31983.0,3537.0,118.32,36.0
4520779,2025-09-24 00:00:00,C,57.19,36.7,0.0,20.16,10.3,0.0,542.0,34136.0,3691.0,114.05,48.0
4520780,2025-09-24 00:00:00,C,58.29,39.5,0.0,19.06,10.1,0.0,426.0,32428.0,3392.0,116.85,38.0
4520781,2025-09-24 00:00:00,C,60.43,64.1,0.0,0.0,13.5,1.0,643.0,33270.0,3805.0,124.53,45.0
4520782,2025-09-24 00:00:00,A,63.97,65.1,0.0,0.0,12.7,1.8,531.0,36549.0,4147.0,129.07,40.0
4520783,2025-09-24 00:00:00,A,57.0,45.4,0.0,24.58,11.7,1.5,533.0,34497.0,3775.0,126.98,40.0
4520784,2025-09-24 00:00:00,A,57.45,48.0,0.0,19.72,12.1,1.2,284.0,34249.0,3620.0,125.17,40.0
4520785,2025-09-24 00:00:00,A,52.97,51.8,10.0,0.0,12.0,1.2,219.0,33355.0,3355.0,114.77,34.0
4520786,2025-09-24 00:00:00,A,56.87,62.5,5.1,0.0,12.5,1.7,424.0,35993.0,3466.0,124.47,37.0
4520787,2025-09-24 00:00:00,A,58.62,45.2,0.0,21.87,13.1,1.6,486.0,37542.0,3765.0,125.69,42.0
4520788,2025-09-24 00:00:00,A,54.0,44.2,0.0,21.93,12.2,1.5,575.0,35420.0,4142.0,120.13,42.0
4520789,2025-09-24 00:00:00,A,62.0,48.6,0.0,0.0,13.6,1.6,725.0,29831.0,4290.0,110.6,60.0
4520790,2025-09-24 00:00:00,A,54.82,55.3,0.0,0.0,13.3,1.5,414.0,30854.0,3320.0,110.12,38.0
4520791,2025-09-24 00:00:00,A,56.7,37.4,0.0,21.91,11.3,1.3,616.0,30934.0,3539.0,116.01,36.0
4520792,2025-09-24 00:00:00,A,53.93,62.3,0.0,0.0,9.9,1.6,541.0,31681.0,3430.0,116.23,34.0
4520793,2025-09-24 00:00:00,A,52.0,41.0,4.1,22.69,11.2,1.2,758.0,33147.0,3936.0,119.79,42.0
4520794,2025-09-24 00:00:00,B,56.0,43.7,5.1,20.56,11.6,1.3,462.0,35040.0,3664.0,125.36,46.0
4520796,2025-09-24 00:00:00,B,57.0,52.9,2.0,16.3,10.3,1.2,1409.0,36752.0,3936.0,128.2,45.0
4520798,2025-09-24 00:00:00,B,56.46,59.3,2.0,0.0,10.7,1.9,970.0,33090.0,3600.0,117.76,41.0
4520799,2025-09-24 00:00:00,B,64.7,64.4,0.0,0.0,11.1,1.4,840.0,31032.0,4177.0,129.10000000000002,42.0
